Variant	N
OAS2 (upstream_gene_variant)	3
CREBRF (intron_variant)	3
DERL2 (downstream_gene_variant)	3
DHX33-DT (downstream_gene_variant)	3
WDR6 (downstream_gene_variant)	3
DALRD3 (non_coding_transcript_exon_variant)	3
TPCN1 (upstream_gene_variant)	3
LCP2 (splice_donor_variant&intron_variant)	3
DOCK2 (splice_donor_variant&intron_variant)	3
IMPDH2 (downstream_gene_variant)	3
MED13L (3_prime_UTR_variant)	3
COMT (3_prime_UTR_variant)	3
NUP88 (synonymous_variant)	3
MED13L (downstream_gene_variant)	3
RBM19 (missense_variant)	3
TPCN1 (intron_variant)	3
RBM19 (non_coding_transcript_exon_variant)	3
COMT (synonymous_variant)	3
MIR4761 (upstream_gene_variant)	3
GAREM2 (downstream_gene_variant)	3
IQCD (upstream_gene_variant)	3
TPCN1 (5_prime_UTR_variant)	3
HADHB (intron_variant)	3
DERL2 (3_prime_UTR_variant)	3
TANGO2 (intron_variant)	3
DERL2 (non_coding_transcript_exon_variant)	3
ATXN2 (downstream_gene_variant)	3
NOP16 (downstream_gene_variant)	3
ARIH2 (upstream_gene_variant)	3
HIGD2A (upstream_gene_variant)	3
ALOX12-AS1 (non_coding_transcript_exon_variant)	3
DGCR2 (intron_variant)	3
PPP1CC (splice_region_variant&intron_variant)	3
PPP1CC (upstream_gene_variant)	3
PPP1CC (intron_variant)	3
RN7SL684P (downstream_gene_variant)	3
CDHR2 (intron_variant)	3
PPTC7 (3_prime_UTR_variant)	3
RNASEK (upstream_gene_variant)	3
RNASEK-C17orf49 (upstream_gene_variant)	3
PIP5K1A (3_prime_UTR_variant)	3
SH2B3 (downstream_gene_variant)	3
NOP16 (3_prime_UTR_variant)	3
NOP16 (missense_variant)	3
WDR6 (upstream_gene_variant)	3
HADHB (non_coding_transcript_exon_variant)	3
SLC25A1 (non_coding_transcript_exon_variant)	3
LINC01311 (downstream_gene_variant)	3
SLC25A1 (downstream_gene_variant)	3
OAS1 (upstream_gene_variant)	3
P4HTM (downstream_gene_variant)	3
ZNF687 (downstream_gene_variant)	3
PCNPP1 (downstream_gene_variant)	3
NAA25 (downstream_gene_variant)	3
MED31 (downstream_gene_variant)	3
AC004706.3 (upstream_gene_variant)	3
SIMC1 (downstream_gene_variant)	3
BRAP (intron_variant)	3
KIAA1191 (downstream_gene_variant)	3
NUP88 (non_coding_transcript_exon_variant)	3
SPDL1 (3_prime_UTR_variant)	3
SERPINB9 (intron_variant)	3
BICDL1 (intron_variant)	3
PXN (3_prime_UTR_variant)	3
CLINT1 (splice_donor_variant&intron_variant)	3
PXN (non_coding_transcript_exon_variant)	3
C17orf107 (upstream_gene_variant)	3
CLINT1 (splice_region_variant&intron_variant)	3
RNU6-260P (downstream_gene_variant)	3
AC007663.1 (downstream_gene_variant)	3
AC007663.4 (downstream_gene_variant)	3
AC134043.2 (upstream_gene_variant)	3
RNF145 (intron_variant)	3
RNF145 (5_prime_UTR_variant)	3
RNF145 (upstream_gene_variant)	3
UBLCP1 (splice_region_variant&intron_variant)	3
MIR4498 (upstream_gene_variant)	3
RNF167 (upstream_gene_variant)	3
CLINT1 (downstream_gene_variant)	3
POGZ (downstream_gene_variant)	3
THG1L (3_prime_UTR_variant)	3
ITSN2 (splice_region_variant&intron_variant)	3
AC007731.2 (non_coding_transcript_exon_variant)	3
ITSN2 (non_coding_transcript_exon_variant)	3
ITK (splice_region_variant&intron_variant)	3
AC063943.2 (upstream_gene_variant)	3
AC063943.1 (downstream_gene_variant)	3
DYNLL1 (upstream_gene_variant)	3
CYFIP2 (splice_acceptor_variant&intron_variant)	3
PSMB4 (non_coding_transcript_exon_variant)	3
USP4 (splice_donor_variant&intron_variant)	3
USP4 (synonymous_variant)	3
AC008676.1 (intron_variant)	3
GATC (upstream_gene_variant)	3
USP4 (non_coding_transcript_exon_variant)	3
COX6A1 (non_coding_transcript_exon_variant)	3
TTC1 (intron_variant)	3
BICDL1 (non_coding_transcript_exon_variant)	3
SPDL1 (non_coding_transcript_exon_variant)	3
SPAG7 (downstream_gene_variant)	3
MAT2B (upstream_gene_variant)	3
DGCR8 (3_prime_UTR_variant)	3
MAT2B (downstream_gene_variant)	3
PEBP1 (downstream_gene_variant)	3
PEBP1 (splice_region_variant&intron_variant)	3
AC006547.1 (upstream_gene_variant)	3
TESC-AS1 (downstream_gene_variant)	3
FBXO21 (downstream_gene_variant)	3
QRICH1 (intron_variant)	3
RABEP1 (non_coding_transcript_exon_variant)	3
RARS1 (intron_variant)	3
RABEP1 (intron_variant)	3
PANK3-RPL10P9 (intergenic_region)	3
RPL10P9 (upstream_gene_variant)	3
TRMT112P6 (non_coding_transcript_exon_variant)	3
CAMTA2 (upstream_gene_variant)	3
NUDCD2 (intron_variant)	3
HMMR (upstream_gene_variant)	3
TRMT2A (upstream_gene_variant)	3
RANBP1 (non_coding_transcript_exon_variant)	3
SPAG7 (intron_variant)	3
MIR6816 (upstream_gene_variant)	3
SLU7 (non_coding_transcript_exon_variant)	3
USP19 (splice_acceptor_variant&intron_variant)	3
ENO3 (downstream_gene_variant)	3
PRKAB1 (splice_region_variant&intron_variant)	3
AC084880.1 (non_coding_transcript_exon_variant)	3
PRKAB1 (upstream_gene_variant)	3
AC006547.2 (upstream_gene_variant)	3
GLRXP3 (non_coding_transcript_exon_variant)	3
HSPB8 (intron_variant)	3
HSPB8 (downstream_gene_variant)	3
QRICH1 (upstream_gene_variant)	3
UIMC1 (3_prime_UTR_variant)	3
VPS29 (downstream_gene_variant)	3
RNASEK (non_coding_transcript_exon_variant)	3
CFAP410 (downstream_gene_variant)	3
ELOA (splice_acceptor_variant&intron_variant)	3
ELOA-AS1 (downstream_gene_variant)	3
PTTG1IP (intron_variant)	3
PTTG1IP (splice_donor_variant&intron_variant)	3
MINDY1 (3_prime_UTR_variant)	3
MGAT1 (synonymous_variant)	3
LYPLA2 (upstream_gene_variant)	3
GNPTAB (upstream_gene_variant)	3
PITHD1 (downstream_gene_variant)	3
CERS2 (missense_variant)	3
CERS2 (splice_region_variant&intron_variant)	3
EIF4A1 (3_prime_UTR_variant)	3
ZFP62 (non_coding_transcript_exon_variant)	3
AC016876.3 (intron_variant)	3
MPDU1 (downstream_gene_variant)	3
C12orf73 (upstream_gene_variant)	3
SMARCC1 (splice_donor_variant&intron_variant)	3
ZBTB4-POLR2A (intergenic_region)	3
TMEM256-PLSCR3 (3_prime_UTR_variant)	3
AC026954.3 (downstream_gene_variant)	3
CAD (downstream_gene_variant)	3
PLSCR3 (downstream_gene_variant)	3
CAD (synonymous_variant)	3
TMEM256-PLSCR3 (non_coding_transcript_exon_variant)	3
SQSTM1 (non_coding_transcript_exon_variant)	3
PLSCR3 (non_coding_transcript_exon_variant)	3
AC089983.1 (intron_variant)	3
MPV17 (upstream_gene_variant)	3
WASHC4 (splice_region_variant&intron_variant)	3
DHX30 (intron_variant)	3
AC026318.1 (upstream_gene_variant)	3
TXNRD1 (splice_region_variant&intron_variant)	3
TXNRD1 (downstream_gene_variant)	3
MPDU1 (3_prime_UTR_variant)	3
AP001062.1 (upstream_gene_variant)	3
UIMC1 (intron_variant)	3
AP001062.3 (downstream_gene_variant)	3
NEDD1 (3_prime_UTR_variant)	3
NEDD1 (splice_region_variant&intron_variant)	3
CDK17 (splice_donor_variant&intron_variant)	3
CDK17 (splice_region_variant&intron_variant)	3
RRP1 (downstream_gene_variant)	3
AL590133.2 (non_coding_transcript_exon_variant)	3
TP53 (downstream_gene_variant)	3
WRNIP1 (synonymous_variant)	3
ZNF513 (upstream_gene_variant)	3
ELK3 (3_prime_UTR_variant)	3
ELK3 (intron_variant)	3
AC008149.2 (downstream_gene_variant)	3
HMGCL (intron_variant)	3
SERPINB1 (upstream_gene_variant)	3
AC007298.2 (intron_variant)	3
AGPAT3 (downstream_gene_variant)	3
AGPAT3 (3_prime_UTR_variant)	3
HMGCL (downstream_gene_variant)	3
SAT2 (non_coding_transcript_exon_variant)	3
AC008443.1 (upstream_gene_variant)	3
FXR2 (downstream_gene_variant)	3
SLC25A3 (5_prime_UTR_variant)	3
SCAP (non_coding_transcript_exon_variant)	3
SCAP (3_prime_UTR_variant)	3
SHBG (intron_variant)	3
SHBG (upstream_gene_variant)	3
TRAPPC10 (3_prime_UTR_variant)	3
TRAPPC10 (upstream_gene_variant)	3
TRAPPC10 (downstream_gene_variant)	3
TRIM52-AS1 (non_coding_transcript_exon_variant)	3
TRIM52-AS1 (intron_variant)	3
DUSP22 (intron_variant)	3
DUSP22 (non_coding_transcript_exon_variant)	3
KCTD11 (upstream_gene_variant)	3
LSS (non_coding_transcript_exon_variant)	3
SETP7-BTBD11 (intergenic_region)	3
RUFY1 (intron_variant)	3
GRK6 (intron_variant)	3
ACADVL (missense_variant)	3
ZNF436 (3_prime_UTR_variant)	3
MMAB (3_prime_UTR_variant)	3
HDHD5 (non_coding_transcript_exon_variant)	3
DVL2 (upstream_gene_variant)	3
DDX41 (splice_donor_variant&intron_variant)	3
UBE3B (non_coding_transcript_exon_variant)	3
DVL2 (synonymous_variant)	3
FAM193B (downstream_gene_variant)	3
CTDNEP1 (downstream_gene_variant)	3
TMED9 (upstream_gene_variant)	3
AGBL5 (downstream_gene_variant)	3
PHF23 (upstream_gene_variant)	3
ELP5 (upstream_gene_variant)	3
GRK6 (upstream_gene_variant)	3
ADA2 (intron_variant)	3
LMAN2-RGS14 (intergenic_region)	3
ANKRD13A (non_coding_transcript_exon_variant)	3
BCL2L13-BID (intergenic_region)	3
PIP5K1A (downstream_gene_variant)	3
NSD1 (non_coding_transcript_exon_variant)	3
NSD1 (intron_variant)	3
NSD1 (3_prime_UTR_variant)	3
NSD1 (synonymous_variant)	3
C12orf76 (downstream_gene_variant)	3
TMEM214 (upstream_gene_variant)	3
ANKRD13A (downstream_gene_variant)	3
PRELID1 (5_prime_UTR_variant)	3
AC007546.1 (downstream_gene_variant)	3
GIT2 (upstream_gene_variant)	3
VPS72 (splice_donor_variant&intron_variant)	3
VPS72 (downstream_gene_variant)	3
LYSMD1 (downstream_gene_variant)	3
IL17RA (upstream_gene_variant)	3
CTDNEP1 (upstream_gene_variant)	3
PWP1 (splice_donor_variant&intron_variant)	3
AC026954.2 (3_prime_UTR_variant)	3
SLC5A6 (intron_variant)	3
AC113348.2 (intron_variant)	3
ZNF354A (downstream_gene_variant)	3
ATRAID (non_coding_transcript_exon_variant)	3
ATRAID (5_prime_UTR_variant)	3
BTBD11 (3_prime_UTR_variant)	3
EIF5A (3_prime_UTR_variant)	3
ZNF879 (intron_variant)	3
BTBD11 (downstream_gene_variant)	3
MCM3AP (synonymous_variant)	3
ATRAID (splice_donor_variant&intron_variant)	3
NDUFB1P1 (upstream_gene_variant)	3
ATRAID (intron_variant)	3
AC026954.2 (non_coding_transcript_exon_variant)	3
CLK4 (downstream_gene_variant)	3
EIF5A (upstream_gene_variant)	3
CCDC51 (upstream_gene_variant)	3
MIR4496 (upstream_gene_variant)	3
PRMT2 (splice_acceptor_variant&intron_variant)	3
AC007569.1 (intron_variant)	3
PRMT2 (upstream_gene_variant)	3
SELPLG (upstream_gene_variant)	3
DIP2A (splice_region_variant&intron_variant)	3
DIP2A (intron_variant)	3
FICD (upstream_gene_variant)	3
ISCU (missense_variant)	3
GMCL2 (missense_variant)	3
GABPB2 (downstream_gene_variant)	3
HNRNPAB (splice_region_variant&intron_variant)	3
SART3 (splice_donor_variant&intron_variant)	3
SART3 (synonymous_variant)	3
AC007390.2 (non_coding_transcript_exon_variant)	3
CEBPZOS (upstream_gene_variant)	3
AC125257.1 (non_coding_transcript_exon_variant)	3
RASGRP2 (intron_variant)	3
STK38 (splice_donor_variant&intron_variant)	3
WBP11 (downstream_gene_variant)	3
STK38 (5_prime_UTR_variant)	3
AC243829.1 (upstream_gene_variant)	3
SRSF3 (non_coding_transcript_exon_variant)	3
SRSF3 (downstream_gene_variant)	3
ATF7IP (3_prime_UTR_variant)	3
RNF114 (intron_variant)	3
ATF7IP (splice_region_variant&intron_variant)	3
TGFBR2 (upstream_gene_variant)	3
SPATA2 (synonymous_variant)	3
PI16 (intron_variant)	3
AC007688.2 (non_coding_transcript_exon_variant)	3
SNRPFP1 (non_coding_transcript_exon_variant)	3
APOLD1 (non_coding_transcript_exon_variant)	3
WBP11 (non_coding_transcript_exon_variant)	3
STK38 (downstream_gene_variant)	3
AC007655.2 (upstream_gene_variant)	3
TGFBR2 (3_prime_UTR_variant)	3
RPL7P6 (non_coding_transcript_exon_variant)	3
AC007560.1 (non_coding_transcript_exon_variant)	3
MAPK13 (intron_variant)	3
STRAP (splice_donor_variant&intron_variant)	3
EPS8 (upstream_gene_variant)	3
AC015849.1 (intron_variant)	3
ERP27 (upstream_gene_variant)	3
C12orf60 (upstream_gene_variant)	3
TMEM189 (downstream_gene_variant)	3
UBE2V1 (5_prime_UTR_variant)	3
UBE2V1 (intron_variant)	3
UBE2V1 (upstream_gene_variant)	3
AC243829.1 (intron_variant)	3
SMCO3 (downstream_gene_variant)	3
ZFAS1 (splice_acceptor_variant&intron_variant)	3
APOLD1 (upstream_gene_variant)	3
LHFPL5 (intron_variant)	3
DUSP16 (intron_variant)	3
OARD1 (intron_variant)	3
OARD1 (downstream_gene_variant)	3
AC007068.1 (non_coding_transcript_exon_variant)	3
AC007068.1 (upstream_gene_variant)	3
RPS27A (intron_variant)	3
CLEC2D (5_prime_UTR_variant)	3
RPS27A (non_coding_transcript_exon_variant)	3
CLEC2D (missense_variant)	3
AC010186.3 (non_coding_transcript_exon_variant)	3
RPS27A (splice_region_variant&intron_variant)	3
STAU1 (3_prime_UTR_variant)	3
AC010186.2 (upstream_gene_variant)	3
DDX52 (upstream_gene_variant)	3
SYTL1 (synonymous_variant)	3
CCND3 (3_prime_UTR_variant)	3
CLEC2B (downstream_gene_variant)	3
SYNRG (splice_donor_variant&intron_variant)	3
SYNRG (splice_region_variant&intron_variant)	3
AATF (non_coding_transcript_exon_variant)	3
BORCS5 (intron_variant)	3
PTMAP9 (non_coding_transcript_exon_variant)	3
ACTG1P20 (non_coding_transcript_exon_variant)	3
RNF8 (non_coding_transcript_exon_variant)	3
RNU6-48P (downstream_gene_variant)	3
TMEM222 (intron_variant)	3
SMIM10L1 (5_prime_UTR_variant)	3
RTN4 (non_coding_transcript_exon_variant)	3
CMTR1 (splice_acceptor_variant&intron_variant)	3
AZI2 (upstream_gene_variant)	3
AC134349.1 (intron_variant)	3
HMGB1P24 (downstream_gene_variant)	3
AZI2 (splice_donor_variant&intron_variant)	3
PRH1 (non_coding_transcript_exon_variant)	3
STT3B (splice_acceptor_variant&intron_variant)	3
SRPK1 (non_coding_transcript_exon_variant)	3
KLRB1 (3_prime_UTR_variant)	3
LRMP (upstream_gene_variant)	3
AURKA (downstream_gene_variant)	3
LEMD2 (upstream_gene_variant)	3
RPL12P4 (upstream_gene_variant)	3
CYCSP55 (upstream_gene_variant)	3
KRT18P9-CYCSP55 (intergenic_region)	3
RNU4ATAC7P-RPL12P4 (intergenic_region)	3
AC019209.3 (intron_variant)	3
TDGP1 (non_coding_transcript_exon_variant)	3
ETFRF1 (non_coding_transcript_exon_variant)	3
AC006076.1-SUMO1P1 (intergenic_region)	3
CMTM6 (upstream_gene_variant)	3
RPL35P2 (upstream_gene_variant)	3
LRMP (splice_acceptor_variant&intron_variant)	3
LRMP (missense_variant)	3
RPS10 (upstream_gene_variant)	3
FGFR1OP2 (3_prime_UTR_variant)	3
RPL30P4 (non_coding_transcript_exon_variant)	3
NLE1 (3_prime_UTR_variant)	3
MED21 (intron_variant)	3
ERGIC2 (splice_donor_variant&intron_variant)	3
ERGIC2 (upstream_gene_variant)	3
CALM2 (5_prime_UTR_variant)	3
FAM209A (upstream_gene_variant)	3
LIG3 (3_prime_UTR_variant)	3
SYNGAP1-AS1 (upstream_gene_variant)	3
MED21 (3_prime_UTR_variant)	3
AURKA (upstream_gene_variant)	3
MED21 (downstream_gene_variant)	3
GGNBP1 (intron_variant)	3
MED21 (non_coding_transcript_exon_variant)	3
CSTF1 (upstream_gene_variant)	3
ITPR3 (missense_variant)	3
TM7SF3 (upstream_gene_variant)	3
RPS10-NUDT3 (5_prime_UTR_variant)	3
RPS10-NUDT3 (upstream_gene_variant)	3
LHFPL5 (3_prime_UTR_variant)	3
ETNK1 (3_prime_UTR_variant)	3
RECQL (3_prime_UTR_variant)	3
AC015911.2 (downstream_gene_variant)	3
PYROXD1 (non_coding_transcript_exon_variant)	3
AC009975.1 (intron_variant)	3
TEAD3 (downstream_gene_variant)	3
RPL10A (non_coding_transcript_exon_variant)	3
BCAS4 (downstream_gene_variant)	3
AP2B1 (upstream_gene_variant)	3
STT3B (3_prime_UTR_variant)	3
RNU6-439P (downstream_gene_variant)	3
AC009975.2 (intron_variant)	3
AP2B1 (intron_variant)	3
FKBP5 (intron_variant)	3
FKBP5 (splice_region_variant&intron_variant)	3
LHFPL5 (downstream_gene_variant)	3
FANCE (non_coding_transcript_exon_variant)	3
RECQL (intron_variant)	3
PPARD (downstream_gene_variant)	3
CMTM6 (3_prime_UTR_variant)	3
SLFN11 (downstream_gene_variant)	3
CMTM6 (non_coding_transcript_exon_variant)	3
AC053513.1 (intron_variant)	3
CMAS (downstream_gene_variant)	3
TSHZ2 (intron_variant)	3
SLFN12L (downstream_gene_variant)	3
LDHB (splice_region_variant&intron_variant)	3
PPARD (3_prime_UTR_variant)	3
CMTM6 (downstream_gene_variant)	3
AC010197.2 (splice_region_variant&intron_variant)	3
ZNF76 (upstream_gene_variant)	3
AC015911.4 (non_coding_transcript_exon_variant)	3
AC015911.3 (upstream_gene_variant)	3
TOMM20P2 (downstream_gene_variant)	3
CCND3 (non_coding_transcript_exon_variant)	3
MLLT6 (downstream_gene_variant)	3
PRR3 (upstream_gene_variant)	3
VAMP1 (downstream_gene_variant)	3
THEMIS2 (upstream_gene_variant)	3
PIGT (intron_variant)	3
CDC5L (synonymous_variant)	3
MIR6812 (upstream_gene_variant)	3
XPO1 (splice_region_variant&intron_variant)	3
THEMIS2 (3_prime_UTR_variant)	3
GAPDH (5_prime_UTR_variant)	3
NCAPD2 (synonymous_variant)	3
ACTG1P9 (non_coding_transcript_exon_variant)	3
AC006064.5 (downstream_gene_variant)	3
SCARNA10 (downstream_gene_variant)	3
CCT4 (upstream_gene_variant)	3
MMUT (missense_variant)	3
AL158050.1 (downstream_gene_variant)	3
AL158050.2-AL158050.1 (intergenic_region)	3
DNTTIP1 (upstream_gene_variant)	3
NOP2 (downstream_gene_variant)	3
DNTTIP1 (downstream_gene_variant)	3
AC090844.3 (upstream_gene_variant)	3
ING4 (intron_variant)	3
USP34 (upstream_gene_variant)	3
HSP90AB1 (5_prime_UTR_variant)	3
NR1D2 (upstream_gene_variant)	3
NR1D2 (5_prime_UTR_variant)	3
CHD4 (splice_region_variant&intron_variant)	3
NR1D2 (non_coding_transcript_exon_variant)	3
MIR6884 (downstream_gene_variant)	3
RPL15 (3_prime_UTR_variant)	3
RPL15 (downstream_gene_variant)	3
SLC35B2 (3_prime_UTR_variant)	3
SLC35B2 (non_coding_transcript_exon_variant)	3
SLC35B2 (upstream_gene_variant)	3
AC241952.2 (non_coding_transcript_exon_variant)	3
AL158050.1 (non_coding_transcript_exon_variant)	3
VAMP1 (3_prime_UTR_variant)	3
PSMD3 (downstream_gene_variant)	3
STK4 (splice_acceptor_variant&intron_variant)	3
KRT10 (upstream_gene_variant)	3
TMEM99 (intron_variant)	3
PKIG (downstream_gene_variant)	3
MLIP (intron_variant)	3
ZNF451-AS1 (intron_variant)	3
NDUFA9 (upstream_gene_variant)	3
FKBP10 (downstream_gene_variant)	3
AC005832.4 (intron_variant)	3
DNAJC8 (downstream_gene_variant)	3
AC008012.1 (3_prime_UTR_variant)	3
SERINC3 (downstream_gene_variant)	3
KLHL11 (3_prime_UTR_variant)	3
TTPAL (3_prime_UTR_variant)	3
KLHL10 (downstream_gene_variant)	3
TIGAR (intron_variant)	3
KRT10 (synonymous_variant)	3
AC073508.2 (splice_region_variant&intron_variant)	3
SRP14P1 (non_coding_transcript_exon_variant)	3
YWHAB (3_prime_UTR_variant)	3
AC073508.2 (non_coding_transcript_exon_variant)	3
XKR8 (downstream_gene_variant)	3
EYA3 (downstream_gene_variant)	3
PABPC1L (upstream_gene_variant)	3
TAPBPL (missense_variant)	3
TAPBPL (non_coding_transcript_exon_variant)	3
AC073508.2 (3_prime_UTR_variant)	3
SMARCE1 (splice_region_variant&intron_variant)	3
SMARCE1 (intron_variant)	3
CD27-AS1 (non_coding_transcript_exon_variant)	3
YWHAB (intron_variant)	3
B3GNT2 (3_prime_UTR_variant)	3
YWHAB (5_prime_UTR_variant)	3
CD27 (non_coding_transcript_exon_variant)	3
ING4 (upstream_gene_variant)	3
THEMIS2 (intron_variant)	3
BTG1P1 (downstream_gene_variant)	3
RPL19 (5_prime_UTR_variant)	3
PNPT1 (3_prime_UTR_variant)	3
NEK10 (downstream_gene_variant)	3
PNPT1 (non_coding_transcript_exon_variant)	3
NCOA3 (intron_variant)	3
GNMT (downstream_gene_variant)	3
SLC2A3 (3_prime_UTR_variant)	3
LASP1 (upstream_gene_variant)	3
PEX5 (downstream_gene_variant)	3
ZMYND8 (intron_variant)	3
PEX5 (intron_variant)	3
LASP1 (splice_acceptor_variant&intron_variant)	3
MIR6779 (upstream_gene_variant)	3
MEA1 (5_prime_UTR_variant)	3
MEA1 (intron_variant)	3
NGLY1 (non_coding_transcript_exon_variant)	3
PPP4R3B-PNPT1 (intergenic_region)	3
NEK10 (intron_variant)	3
PREX1 (splice_region_variant&intron_variant)	3
SLC4A7 (intron_variant)	3
BTG1P1-PZP (intergenic_region)	3
KLRG1 (intron_variant)	3
KLRG1 (upstream_gene_variant)	3
PREX1 (intron_variant)	3
TRERF1 (3_prime_UTR_variant)	3
TRERF1 (downstream_gene_variant)	3
PPP4R3B (downstream_gene_variant)	3
AC099535.2 (intron_variant)	3
PSMB3 (splice_acceptor_variant&intron_variant)	3
PPP4R3B (splice_region_variant&intron_variant)	3
SLC4A7 (synonymous_variant)	3
PSMB3 (splice_region_variant&intron_variant)	3
AC015982.2 (upstream_gene_variant)	3
PIP4K2B (3_prime_UTR_variant)	3
EMG1 (3_prime_UTR_variant)	3
RPL19 (upstream_gene_variant)	3
AC125494.1 (splice_region_variant&intron_variant)	3
FAM91A3P (non_coding_transcript_exon_variant)	3
ZNF318 (intron_variant)	3
U47924.2 (non_coding_transcript_exon_variant)	3
STARD3 (downstream_gene_variant)	3
ZNF335 (upstream_gene_variant)	3
ZNF335 (synonymous_variant)	3
LINC00623 (non_coding_transcript_exon_variant)	3
XPO5 (downstream_gene_variant)	3
IKZF3 (non_coding_transcript_exon_variant)	3
CD4 (intron_variant)	3
MLF2 (5_prime_UTR_variant)	3
MLF2 (non_coding_transcript_exon_variant)	3
PPP1R8 (intron_variant)	3
COPS7A (non_coding_transcript_exon_variant)	3
PSMD3 (upstream_gene_variant)	3
ZNF384 (splice_region_variant&intron_variant)	3
C12orf57 (5_prime_UTR_variant)	3
C12orf57 (upstream_gene_variant)	3
CUL9 (downstream_gene_variant)	3
MIR200CHG (downstream_gene_variant)	3
RPL19 (intron_variant)	3
RRP36 (splice_region_variant&intron_variant)	3
SCARNA12 (upstream_gene_variant)	3
MIR141 (downstream_gene_variant)	3
SCARNA12 (downstream_gene_variant)	3
MIR200C (downstream_gene_variant)	3
PHB2 (splice_region_variant&intron_variant)	3
RPL13P2 (non_coding_transcript_exon_variant)	3
PTPN6 (splice_region_variant&intron_variant)	3
MED1 (downstream_gene_variant)	3
KLC4 (upstream_gene_variant)	3
MED1 (splice_region_variant&intron_variant)	3
PTPN6 (synonymous_variant)	3
SLC35C2 (non_coding_transcript_exon_variant)	3
PSMD11 (upstream_gene_variant)	3
SINHCAF (5_prime_UTR_variant)	3
DAXX (splice_donor_variant&intron_variant)	3
AC068888.1 (non_coding_transcript_exon_variant)	3
LTB (upstream_gene_variant)	3
ZNF740 (3_prime_UTR_variant)	3
HIGD1AP1 (non_coding_transcript_exon_variant)	3
ABHD16B (downstream_gene_variant)	3
AL118506.1 (upstream_gene_variant)	3
SLC46A1 (3_prime_UTR_variant)	3
SPRYD3 (3_prime_UTR_variant)	3
GEMIN6 (upstream_gene_variant)	3
SRSF7 (upstream_gene_variant)	3
AL121845.1 (upstream_gene_variant)	3
C6orf47 (upstream_gene_variant)	3
C6orf47-AS1 (downstream_gene_variant)	3
EIF4B (non_coding_transcript_exon_variant)	3
ALDOC (downstream_gene_variant)	3
SLC2A4RG (non_coding_transcript_exon_variant)	3
RARG (downstream_gene_variant)	3
CX3CR1 (3_prime_UTR_variant)	3
LTA (missense_variant)	3
TCEA2 (downstream_gene_variant)	3
HCP5 (upstream_gene_variant)	3
SNORA6 (upstream_gene_variant)	3
SLC25A38 (downstream_gene_variant)	3
AL645933.4 (non_coding_transcript_exon_variant)	3
AC023509.1 (non_coding_transcript_exon_variant)	3
SLC25A38 (non_coding_transcript_exon_variant)	3
EEF1A1P24 (downstream_gene_variant)	3
CX3CR1 (downstream_gene_variant)	3
RGS19 (downstream_gene_variant)	3
POLDIP2 (upstream_gene_variant)	3
DDX39B-AS1 (upstream_gene_variant)	3
AC073611.1 (intron_variant)	3
PRPF6 (splice_acceptor_variant&intron_variant)	3
SARM1 (upstream_gene_variant)	3
AL121845.2 (downstream_gene_variant)	3
EIF4B (upstream_gene_variant)	3
RPSA (downstream_gene_variant)	3
PIGS (upstream_gene_variant)	3
LETMD1 (downstream_gene_variant)	3
SLC11A2 (3_prime_UTR_variant)	3
SLC11A2 (downstream_gene_variant)	3
TNFRSF6B (downstream_gene_variant)	3
ARFRP1 (3_prime_UTR_variant)	3
RTEL1-TNFRSF6B (downstream_gene_variant)	3
DIP2B (downstream_gene_variant)	3
AL671762.1 (intron_variant)	3
AC078818.1 (downstream_gene_variant)	3
MIR144 (downstream_gene_variant)	3
DIP2B (synonymous_variant)	3
SNORD48 (downstream_gene_variant)	3
MIR451A (downstream_gene_variant)	3
MIR451B (upstream_gene_variant)	3
LARP4 (downstream_gene_variant)	3
ZGPAT (non_coding_transcript_exon_variant)	3
CSRNP2 (downstream_gene_variant)	3
TFCP2 (downstream_gene_variant)	3
AL662899.4 (intron_variant)	3
AC005726.3 (downstream_gene_variant)	3
CSNK2B (splice_region_variant&intron_variant)	3
KRT125P (intron_variant)	3
LIME1 (non_coding_transcript_exon_variant)	3
SPAG5 (downstream_gene_variant)	3
KRT1 (non_coding_transcript_exon_variant)	3
LY6G5C (upstream_gene_variant)	3
TFCP2 (3_prime_UTR_variant)	3
ATG101 (downstream_gene_variant)	3
KIAA0100 (upstream_gene_variant)	3
PDIK1L (downstream_gene_variant)	3
SUPT6H (intron_variant)	3
DAZAP2 (splice_region_variant&intron_variant)	3
SOS1 (intron_variant)	3
MICA (synonymous_variant)	3
AL645933.1 (downstream_gene_variant)	3
NBPF12 (intron_variant)	3
ULK2 (upstream_gene_variant)	3
AC023055.1 (splice_donor_variant&intron_variant)	3
MRPL39 (splice_acceptor_variant&intron_variant)	3
MRPL39 (synonymous_variant)	3
SARNP (splice_donor_variant&intron_variant)	3
SARNP (splice_region_variant&intron_variant)	3
MDC1 (non_coding_transcript_exon_variant)	3
ALDH3A2 (downstream_gene_variant)	3
AC023055.1 (splice_region_variant&intron_variant)	3
GDF11 (downstream_gene_variant)	3
AC023055.1 (3_prime_UTR_variant)	3
ALDH3A2 (intron_variant)	3
AC073487.1 (downstream_gene_variant)	3
SLC47A2 (downstream_gene_variant)	3
EEF1A1P1 (non_coding_transcript_exon_variant)	3
ALDH3A2 (non_coding_transcript_exon_variant)	3
AC023055.1 (downstream_gene_variant)	3
ORMDL2 (upstream_gene_variant)	3
