Variant	N
PAPSS1 (intron_variant)	6
AC011290.2 (upstream_gene_variant)	6
AL353135.1 (upstream_gene_variant)	6
C22orf39 (3_prime_UTR_variant)	6
AC073111.4 (upstream_gene_variant)	6
AC073111.4 (intron_variant)	6
C22orf39 (downstream_gene_variant)	6
DHDDS (non_coding_transcript_exon_variant)	6
HIRA (upstream_gene_variant)	6
DHDDS (3_prime_UTR_variant)	6
AC073111.2-STRADBP1 (intergenic_region)	6
STRADBP1 (downstream_gene_variant)	6
ESS2 (downstream_gene_variant)	6
AC004461.3 (upstream_gene_variant)	6
STIM2 (intron_variant)	6
AC017079.1 (upstream_gene_variant)	6
PNRC1-RN7SL336P (intergenic_region)	6
DGCR2 (3_prime_UTR_variant)	6
AC016687.1 (non_coding_transcript_exon_variant)	6
AC016687.3 (intron_variant)	6
AC016687.2 (intron_variant)	6
ZNF862 (3_prime_UTR_variant)	6
ZNF746 (intron_variant)	6
RNGTT (intron_variant)	6
AC025419.1 (upstream_gene_variant)	6
COMT (downstream_gene_variant)	6
AC090023.2 (intron_variant)	6
CD52 (intron_variant)	6
COMT (upstream_gene_variant)	6
ATP6V0E2-AS1 (non_coding_transcript_exon_variant)	6
AIMP1 (intron_variant)	6
ARAP2 (splice_donor_variant&intron_variant)	6
UFD1 (upstream_gene_variant)	6
RAB6C (3_prime_UTR_variant)	6
AIMP1 (5_prime_UTR_variant)	6
CRYBG2 (upstream_gene_variant)	6
UFD1 (non_coding_transcript_exon_variant)	6
AC093458.2 (upstream_gene_variant)	6
BID (upstream_gene_variant)	6
BID (intron_variant)	6
CUL7 (upstream_gene_variant)	6
GIMAP6 (downstream_gene_variant)	6
RNU6-48P (upstream_gene_variant)	6
AC012306.3 (downstream_gene_variant)	6
AMMECR1L (downstream_gene_variant)	6
ACTG1P20 (upstream_gene_variant)	6
USP37 (downstream_gene_variant)	6
SLC34A2 (downstream_gene_variant)	6
MIR671 (upstream_gene_variant)	6
COL6A2 (intron_variant)	6
SLC19A1 (upstream_gene_variant)	6
AC021097.1 (upstream_gene_variant)	6
CHPF2 (downstream_gene_variant)	6
USP37 (splice_donor_variant&intron_variant)	6
TRAJ18 (upstream_gene_variant)	6
TRAJ21 (downstream_gene_variant)	6
TRAJ20 (downstream_gene_variant)	6
PTTG1IP (3_prime_UTR_variant)	6
LIMS2 (downstream_gene_variant)	6
SLC4A2 (downstream_gene_variant)	6
POLR2D (upstream_gene_variant)	6
AP001468.1 (downstream_gene_variant)	6
DIP2A (downstream_gene_variant)	6
ATP6V1E1 (upstream_gene_variant)	6
PAPSS1 (non_coding_transcript_exon_variant)	6
AL034380.1 (intron_variant)	6
AC005300.1 (upstream_gene_variant)	6
SLC11A1 (downstream_gene_variant)	6
AC138776.1-FRG1GP (intergenic_region)	6
AL356390.1 (downstream_gene_variant)	6
DIP2A (splice_donor_variant&intron_variant)	6
MCM3AP-AS1 (non_coding_transcript_exon_variant)	6
PCNT (synonymous_variant)	6
AP001469.3 (non_coding_transcript_exon_variant)	6
TRGV1 (downstream_gene_variant)	6
MCM3AP (non_coding_transcript_exon_variant)	6
NOS3 (downstream_gene_variant)	6
ATG9B (downstream_gene_variant)	6
ATG9B (upstream_gene_variant)	6
AC006547.3 (intron_variant)	6
POTEF (synonymous_variant)	6
AP000357.1-AP000357.2 (intergenic_region)	6
ZNF318 (downstream_gene_variant)	6
AP000350.4 (intron_variant)	6
SMARCB1 (3_prime_UTR_variant)	6
TRBJ2-4 (upstream_gene_variant)	6
C22orf15 (downstream_gene_variant)	6
TRBJ2-6 (upstream_gene_variant)	6
SKP1 (3_prime_UTR_variant)	6
ABCC10 (downstream_gene_variant)	6
GUSBP11 (upstream_gene_variant)	6
SNORA70G (downstream_gene_variant)	6
ABCC10 (upstream_gene_variant)	6
AL020996.1 (intron_variant)	6
TOP3B (downstream_gene_variant)	6
KLHL5 (upstream_gene_variant)	6
AL020996.1 (non_coding_transcript_exon_variant)	6
MDM1 (upstream_gene_variant)	6
RNA5SP493 (upstream_gene_variant)	6
GSTK1 (intron_variant)	6
AL031284.1 (non_coding_transcript_exon_variant)	6
CABIN1 (upstream_gene_variant)	6
TRBJ1-1 (upstream_gene_variant)	6
TOX4 (3_prime_UTR_variant)	6
NDRG2 (downstream_gene_variant)	6
NDRG2 (upstream_gene_variant)	6
TRBV7-6 (upstream_gene_variant)	6
AP000357.1 (downstream_gene_variant)	6
AL031432.4-AL031432.5 (intergenic_region)	6
AL031432.5 (upstream_gene_variant)	6
RAB2B (upstream_gene_variant)	6
TRAV6-TRAV7 (intergenic_region)	6
RFC1 (splice_region_variant&intron_variant)	6
SMARCAL1 (splice_acceptor_variant&intron_variant)	6
TRAV13-1 (upstream_gene_variant)	6
ADORA2A-AS1 (intron_variant)	6
SDHDP6 (downstream_gene_variant)	6
RHD (3_prime_UTR_variant)	6
RFC1 (upstream_gene_variant)	6
SPECC1L (intron_variant)	6
TRAV12-3-TRAV8-6 (intergenic_region)	6
CASP2 (downstream_gene_variant)	6
MIR6816 (downstream_gene_variant)	6
SLC12A7 (splice_region_variant&intron_variant)	6
AC021016.2 (upstream_gene_variant)	6
CUL1 (splice_region_variant&intron_variant)	6
AC004837.4 (upstream_gene_variant)	6
PDIA4 (splice_region_variant&intron_variant)	6
ZNF425 (downstream_gene_variant)	6
RN7SL521P (downstream_gene_variant)	6
CCDC188 (downstream_gene_variant)	6
ZDHHC8 (intron_variant)	6
TBC1D1 (upstream_gene_variant)	6
AC021106.1 (upstream_gene_variant)	6
PGM2-AC021106.3 (intergenic_region)	6
RANBP1 (intron_variant)	6
TRAJ57 (downstream_gene_variant)	6
TRAJ51 (upstream_gene_variant)	6
PGM2 (splice_region_variant&intron_variant)	6
SMPD4 (non_coding_transcript_exon_variant)	6
TRAJ55 (downstream_gene_variant)	6
PDIK1L (intron_variant)	6
EEF1A1P10 (non_coding_transcript_exon_variant)	6
MZT2B (5_prime_UTR_variant)	6
ARHGEF35-AS1 (downstream_gene_variant)	6
PPIL2 (non_coding_transcript_exon_variant)	6
TRAV30-TRAV31 (intergenic_region)	6
UBE2L3 (downstream_gene_variant)	6
UBE2L3-YDJC (intergenic_region)	6
YDJC (downstream_gene_variant)	6
UBE2L3 (intron_variant)	6
CUL9 (non_coding_transcript_exon_variant)	6
TRAJ60 (downstream_gene_variant)	6
TUBA3E (downstream_gene_variant)	6
TRAJ61 (downstream_gene_variant)	6
TBCK (intron_variant)	6
THAP7-AS1 (upstream_gene_variant)	6
OR2A1-AS1 (intron_variant)	6
THAP7 (downstream_gene_variant)	6
KLC4 (upstream_gene_variant)	6
TRAJ54 (upstream_gene_variant)	6
AC011500.3 (downstream_gene_variant)	6
MCCC2 (splice_region_variant&intron_variant)	6
NUDT3 (intron_variant)	6
NBAS (splice_donor_variant&intron_variant)	6
NME1 (upstream_gene_variant)	6
NME1 (5_prime_UTR_variant)	6
NME1-NME2 (upstream_gene_variant)	6
RPP30 (splice_region_variant&intron_variant)	6
ALCAM (downstream_gene_variant)	6
SPAG9 (downstream_gene_variant)	6
PCGF5 (3_prime_UTR_variant)	6
MAEL-AL158837.1 (intergenic_region)	6
GPA33 (3_prime_UTR_variant)	6
GPA33 (non_coding_transcript_exon_variant)	6
AL158837.1 (intron_variant)	6
NDUFAB1 (upstream_gene_variant)	6
LUC7L3 (non_coding_transcript_exon_variant)	6
PRKCB (3_prime_UTR_variant)	6
MARCHF5 (downstream_gene_variant)	6
SCOC-AS1 (intron_variant)	6
AC020651.1 (intron_variant)	6
MIR4691 (upstream_gene_variant)	6
NDUFS8 (intron_variant)	6
IDE (splice_region_variant&intron_variant)	6
DDX1 (downstream_gene_variant)	6
MAP3K4 (non_coding_transcript_exon_variant)	6
PTEN (3_prime_UTR_variant)	6
BBX (splice_region_variant&intron_variant)	6
TMCO1 (3_prime_UTR_variant)	6
COX11 (3_prime_UTR_variant)	6
ACTA2 (downstream_gene_variant)	6
HLA-B (5_prime_UTR_variant)	6
AL157394.2 (upstream_gene_variant)	6
GLS (3_prime_UTR_variant)	6
MBTD1 (upstream_gene_variant)	6
MBTD1 (downstream_gene_variant)	6
AL157394.1 (upstream_gene_variant)	6
EEF2K (downstream_gene_variant)	6
POLR3E (non_coding_transcript_exon_variant)	6
CDR2 (downstream_gene_variant)	6
RRN3P3 (downstream_gene_variant)	6
HBS1L (splice_donor_variant&intron_variant)	6
TNRC6A (non_coding_transcript_exon_variant)	6
IDE (non_coding_transcript_exon_variant)	6
BBX (3_prime_UTR_variant)	6
AC002331.1 (intron_variant)	6
EIF4EP2 (non_coding_transcript_exon_variant)	6
IL4R (3_prime_UTR_variant)	6
MIR6129 (upstream_gene_variant)	6
ZNF652 (non_coding_transcript_exon_variant)	6
UBE2Z (3_prime_UTR_variant)	6
TM9SF3 (splice_region_variant&intron_variant)	6
AC073861.1 (non_coding_transcript_exon_variant)	6
UBE2Z (intron_variant)	6
UBE2Z (upstream_gene_variant)	6
AC073861.1 (downstream_gene_variant)	6
ANKRD36BP1 (upstream_gene_variant)	6
ATP5MC1 (intron_variant)	6
SUMO2P17 (downstream_gene_variant)	6
CALCOCO2-SUMO2P17 (intergenic_region)	6
RCE1 (non_coding_transcript_exon_variant)	6
ODC1 (downstream_gene_variant)	6
SNX11 (upstream_gene_variant)	6
ZBTB11-AS1 (upstream_gene_variant)	6
SLC35B1 (downstream_gene_variant)	6
ACSF2 (downstream_gene_variant)	6
MPZL1 (3_prime_UTR_variant)	6
MIR548S (upstream_gene_variant)	6
NXPE3 (intron_variant)	6
RPL14P3 (non_coding_transcript_exon_variant)	6
NXPE3 (5_prime_UTR_variant)	6
PDE7B (intron_variant)	6
AC002401.2 (upstream_gene_variant)	6
FRA10AC1 (splice_region_variant&intron_variant)	6
ITGA3 (intron_variant)	6
KAT7 (downstream_gene_variant)	6
SRP14P3 (non_coding_transcript_exon_variant)	6
ZKSCAN2-DT (non_coding_transcript_exon_variant)	6
ZKSCAN2 (upstream_gene_variant)	6
CDK2AP2 (downstream_gene_variant)	6
ALDH18A1 (splice_region_variant&intron_variant)	6
ALDH18A1 (intron_variant)	6
AL022724.1 (downstream_gene_variant)	6
HMGN2P3 (downstream_gene_variant)	6
KMT5B (3_prime_UTR_variant)	6
UQCRC2 (non_coding_transcript_exon_variant)	6
SGF29 (upstream_gene_variant)	6
ZNF621 (intron_variant)	6
ADK (upstream_gene_variant)	6
SLC18B1 (splice_donor_variant&intron_variant)	6
ADK (non_coding_transcript_exon_variant)	6
NDUFS2 (non_coding_transcript_exon_variant)	6
ABCC1-ABCC6 (intergenic_region)	6
ABCC6 (downstream_gene_variant)	6
NOMO2 (3_prime_UTR_variant)	6
FCER1G (upstream_gene_variant)	6
BCAS3 (upstream_gene_variant)	6
AC011921.1 (upstream_gene_variant)	6
VDAC2 (non_coding_transcript_exon_variant)	6
AC012065.5 (non_coding_transcript_exon_variant)	6
COMTD1 (downstream_gene_variant)	6
ANKRD55 (downstream_gene_variant)	6
SMG1 (downstream_gene_variant)	6
RNFT1 (upstream_gene_variant)	6
RNFT1 (downstream_gene_variant)	6
AL022069.3 (upstream_gene_variant)	6
ZNF621 (3_prime_UTR_variant)	6
PLRG1 (3_prime_UTR_variant)	6
MYH11 (non_coding_transcript_exon_variant)	6
DEDD (downstream_gene_variant)	6
SLC35A5 (intron_variant)	6
CCDC47 (upstream_gene_variant)	6
PKD1P6 (intron_variant)	6
AC046185.1 (downstream_gene_variant)	6
AC046185.3 (upstream_gene_variant)	6
SPEF2 (non_coding_transcript_exon_variant)	6
ATG3 (non_coding_transcript_exon_variant)	6
SNRNP48 (non_coding_transcript_exon_variant)	6
ACE (upstream_gene_variant)	6
ZSWIM8-AS1 (upstream_gene_variant)	6
NDE1 (3_prime_UTR_variant)	6
FAM86C1 (downstream_gene_variant)	6
BTLA (intron_variant)	6
METTL2A (3_prime_UTR_variant)	6
CAMK2G (intron_variant)	6
AC026401.3 (downstream_gene_variant)	6
MICA (5_prime_UTR_variant)	6
CD96 (splice_region_variant&intron_variant)	6
METTL9 (intron_variant)	6
GHITM-CERNA2 (intergenic_region)	6
AC015813.2 (upstream_gene_variant)	6
AC015813.2 (intron_variant)	6
C11orf24 (upstream_gene_variant)	6
QKI (downstream_gene_variant)	6
WAPL (non_coding_transcript_exon_variant)	6
MSI2 (downstream_gene_variant)	6
C11orf24 (non_coding_transcript_exon_variant)	6
ADIRF-AS1 (non_coding_transcript_exon_variant)	6
RNF126P1 (non_coding_transcript_exon_variant)	6
SCPEP1 (upstream_gene_variant)	6
MGST3 (intron_variant)	6
ERI2 (intron_variant)	6
COIL (downstream_gene_variant)	6
TRIM25 (3_prime_UTR_variant)	6
RNU6-1158P (upstream_gene_variant)	6
NUTM2A-AS1 (upstream_gene_variant)	6
ERI2 (upstream_gene_variant)	6
DZIP3 (3_prime_UTR_variant)	6
AL603756.1 (non_coding_transcript_exon_variant)	6
AC130456.5 (downstream_gene_variant)	6
KNOP1 (downstream_gene_variant)	6
PTRH2 (downstream_gene_variant)	6
GDE1 (non_coding_transcript_exon_variant)	6
CCP110 (downstream_gene_variant)	6
VPS35L (upstream_gene_variant)	6
TMEM14B (upstream_gene_variant)	6
RAD51C (intron_variant)	6
RAD51C (upstream_gene_variant)	6
TEX14 (upstream_gene_variant)	6
LINC00857 (upstream_gene_variant)	6
AC011195.3 (upstream_gene_variant)	6
MTMR4 (upstream_gene_variant)	6
SGK1 (downstream_gene_variant)	6
PPP6R3 (splice_region_variant&intron_variant)	6
OR4D1 (3_prime_UTR_variant)	6
OR4D1 (downstream_gene_variant)	6
UHMK1 (intron_variant)	6
SRSF1 (upstream_gene_variant)	6
CBX1 (intron_variant)	6
NFE2L1 (downstream_gene_variant)	6
ZDHHC6 (downstream_gene_variant)	6
DUSP3 (non_coding_transcript_exon_variant)	6
CCDC200-LINC00910 (intergenic_region)	6
RNU6-307P (downstream_gene_variant)	6
AC060780.1 (upstream_gene_variant)	6
AC104596.1 (intron_variant)	6
VARS2 (downstream_gene_variant)	6
PRR14 (upstream_gene_variant)	6
VAT1 (upstream_gene_variant)	6
AL133355.1 (upstream_gene_variant)	6
ZDHHC3 (downstream_gene_variant)	6
DHFR2 (intron_variant)	6
TMEM181 (intron_variant)	6
RPL27 (intron_variant)	6
TRAPPC12 (upstream_gene_variant)	6
RPS29P5 (downstream_gene_variant)	6
RUNDC1 (intron_variant)	6
AC106886.6 (non_coding_transcript_exon_variant)	6
RNF40 (non_coding_transcript_exon_variant)	6
NEURL1 (3_prime_UTR_variant)	6
CALHM2 (downstream_gene_variant)	6
STX4 (non_coding_transcript_exon_variant)	6
PDCD11 (downstream_gene_variant)	6
BORCS7 (3_prime_UTR_variant)	6
CNNM2 (intron_variant)	6
CNNM2 (downstream_gene_variant)	6
ARL6 (downstream_gene_variant)	6
ARL6 (intron_variant)	6
AC012645.3 (upstream_gene_variant)	6
CORO1A (downstream_gene_variant)	6
NT5C2 (splice_donor_variant&intron_variant)	6
SMG1P5 (upstream_gene_variant)	6
AC139720.1 (downstream_gene_variant)	6
AC108488.3 (downstream_gene_variant)	6
RNASEH1-AS1 (upstream_gene_variant)	6
RNASEH1 (intron_variant)	6
LSM12 (downstream_gene_variant)	6
RNASEH1 (non_coding_transcript_exon_variant)	6
ITGAL (splice_region_variant&intron_variant)	6
ADI1 (5_prime_UTR_variant)	6
EXOSC7 (intron_variant)	6
DTNBP1 (intron_variant)	6
CORO1A (non_coding_transcript_exon_variant)	6
AC009088.3 (upstream_gene_variant)	6
AC067852.2 (non_coding_transcript_exon_variant)	6
SOAT1 (intron_variant)	6
HSD17B1 (5_prime_UTR_variant)	6
PRSS8 (downstream_gene_variant)	6
SOAT1 (splice_region_variant&intron_variant)	6
GBE1 (intron_variant)	6
TOR1AIP2 (3_prime_UTR_variant)	6
AC034238.2 (upstream_gene_variant)	6
E2F3 (intron_variant)	6
AC099811.2 (upstream_gene_variant)	6
AL590617.1 (non_coding_transcript_exon_variant)	6
TOR1AIP1 (intron_variant)	6
AL157786.1 (downstream_gene_variant)	6
NHSL1 (intron_variant)	6
NKIRAS2 (intron_variant)	6
EHBP1L1 (intron_variant)	6
ACP1 (5_prime_UTR_variant)	6
ABL2 (3_prime_UTR_variant)	6
CYP51A1P1 (non_coding_transcript_exon_variant)	6
PTGES3L-AARSD1 (intron_variant)	6
BCKDK (non_coding_transcript_exon_variant)	6
ZNF654 (downstream_gene_variant)	6
AARSD1 (upstream_gene_variant)	6
ARPC3P5 (non_coding_transcript_exon_variant)	6
ZNF668 (upstream_gene_variant)	6
VPS25 (intron_variant)	6
WNK4 (upstream_gene_variant)	6
VPS25 (downstream_gene_variant)	6
MIR4639 (downstream_gene_variant)	6
GZMAP1-GZMA (intergenic_region)	6
PRSS53 (downstream_gene_variant)	6
ATXN1 (intron_variant)	6
PSMC3IP (upstream_gene_variant)	6
MXI1-SMNDC1 (intergenic_region)	6
AC067852.5 (upstream_gene_variant)	6
VKORC1 (downstream_gene_variant)	6
COASY (non_coding_transcript_exon_variant)	6
AC135050.7 (upstream_gene_variant)	6
CRYBG3 (intron_variant)	6
TMEM181 (downstream_gene_variant)	6
HPCAL1 (3_prime_UTR_variant)	6
ANO10 (intron_variant)	6
CPSF3 (upstream_gene_variant)	6
ERLIN1 (downstream_gene_variant)	6
SOD2 (3_prime_UTR_variant)	6
CDC27 (upstream_gene_variant)	6
SMG1P2 (intron_variant)	6
CHUK (splice_donor_variant&intron_variant)	6
LRRC37A17P (downstream_gene_variant)	6
LRRC37A17P (intron_variant)	6
LRRC37A2 (non_coding_transcript_exon_variant)	6
AL008729.2 (upstream_gene_variant)	6
TBC1D23 (downstream_gene_variant)	6
ZNF445 (3_prime_UTR_variant)	6
AP002748.4 (downstream_gene_variant)	6
KANSL1 (missense_variant)	6
TWNK (upstream_gene_variant)	6
AL133215.1 (upstream_gene_variant)	6
MTREX (downstream_gene_variant)	6
CPSF3 (intron_variant)	6
MRPL10 (3_prime_UTR_variant)	6
PRRT2 (downstream_gene_variant)	6
SCRN2 (downstream_gene_variant)	6
NFE2L1 (upstream_gene_variant)	6
ZNF90P1 (non_coding_transcript_exon_variant)	6
RBM4B (intron_variant)	6
SULT1A1 (3_prime_UTR_variant)	6
SENP7 (splice_region_variant&intron_variant)	6
HIVEP1 (upstream_gene_variant)	6
HIVEP1 (downstream_gene_variant)	6
RBM14-RBM4 (downstream_gene_variant)	6
AC018521.2 (downstream_gene_variant)	6
WTAP (splice_region_variant&intron_variant)	6
RBM4 (upstream_gene_variant)	6
RBM14 (downstream_gene_variant)	6
AL355315.1 (downstream_gene_variant)	6
AC010969.3 (downstream_gene_variant)	6
TAF1B (3_prime_UTR_variant)	6
SP2 (intron_variant)	6
LRRC46 (downstream_gene_variant)	6
PLEKHM1 (downstream_gene_variant)	6
SFXN3 (non_coding_transcript_exon_variant)	6
WBP1L (upstream_gene_variant)	6
RNF144A (3_prime_UTR_variant)	6
AL645568.2-AL645568.1 (intergenic_region)	6
PSD (upstream_gene_variant)	6
TAOK2 (downstream_gene_variant)	6
RPARP-AS1 (non_coding_transcript_exon_variant)	6
AP000759.1 (downstream_gene_variant)	6
C10orf95 (upstream_gene_variant)	6
MEIOC (intron_variant)	6
RPARP-AS1 (downstream_gene_variant)	6
NOL7 (upstream_gene_variant)	6
PACS1 (non_coding_transcript_exon_variant)	6
MFSD13A (3_prime_UTR_variant)	6
RSAD2 (intron_variant)	6
RUNDC3A (downstream_gene_variant)	6
ALDOA (downstream_gene_variant)	6
AC003102.1 (upstream_gene_variant)	6
ARL3 (upstream_gene_variant)	6
UBTF (splice_region_variant&intron_variant)	6
KCTD13 (intron_variant)	6
ACBD4 (intron_variant)	6
RSPH3 (intron_variant)	6
SUCO (splice_region_variant&intron_variant)	6
BRMS1 (upstream_gene_variant)	6
CMSS1 (upstream_gene_variant)	6
TCF19 (non_coding_transcript_exon_variant)	6
SPATA32 (upstream_gene_variant)	6
MAP3K14 (non_coding_transcript_exon_variant)	6
RIN1 (upstream_gene_variant)	6
SPATA32 (intron_variant)	6
FMNL1 (non_coding_transcript_exon_variant)	6
FMNL1 (splice_region_variant&intron_variant)	6
PIGC (non_coding_transcript_exon_variant)	6
LDB1 (upstream_gene_variant)	6
SUCO (upstream_gene_variant)	6
CNIH2 (downstream_gene_variant)	6
NOLC1 (upstream_gene_variant)	6
YIF1A (upstream_gene_variant)	6
AP001107.1 (non_coding_transcript_exon_variant)	6
AC068481.1 (downstream_gene_variant)	6
NIT1 (upstream_gene_variant)	6
FUT11 (upstream_gene_variant)	6
MIR1972-1 (downstream_gene_variant)	6
EIF4A3 (intron_variant)	6
FLYWCH2 (downstream_gene_variant)	6
TCEA1P2 (downstream_gene_variant)	6
BPHL (non_coding_transcript_exon_variant)	6
CANT1 (downstream_gene_variant)	6
TUBB2A (downstream_gene_variant)	6
ERMARD (downstream_gene_variant)	6
AC022966.1 (missense_variant)	6
AC022966.1 (3_prime_UTR_variant)	6
SSR2 (intron_variant)	6
ERMARD (upstream_gene_variant)	6
AC131160.1 (downstream_gene_variant)	6
GOLGB1 (synonymous_variant)	6
PHF10 (intron_variant)	6
AL355388.2 (non_coding_transcript_exon_variant)	6
AC061992.1 (downstream_gene_variant)	6
THEMIS (intron_variant)	6
ZNF205 (upstream_gene_variant)	6
CCDC40 (downstream_gene_variant)	6
PPID (downstream_gene_variant)	6
NRBP1 (splice_region_variant&intron_variant)	6
AC141586.3 (upstream_gene_variant)	6
AC009065.5 (upstream_gene_variant)	6
KPNA1 (non_coding_transcript_exon_variant)	6
LST1 (non_coding_transcript_exon_variant)	6
ZNF487 (intron_variant)	6
AC106820.1 (non_coding_transcript_exon_variant)	6
AL031963.3 (downstream_gene_variant)	6
AC083798.1 (upstream_gene_variant)	6
RIPK1 (upstream_gene_variant)	6
GON4L (non_coding_transcript_exon_variant)	6
ZNF239 (downstream_gene_variant)	6
ABCA3 (upstream_gene_variant)	6
ZNF239 (intron_variant)	6
AL450326.3-CAP1P2 (intergenic_region)	6
AC083798.2 (upstream_gene_variant)	6
RNF213 (splice_region_variant&intron_variant)	6
AMDHD2 (upstream_gene_variant)	6
CAP1P2 (downstream_gene_variant)	6
PARGP1 (upstream_gene_variant)	6
FTH1P3 (upstream_gene_variant)	6
HNRNPF-SNORD3J (intergenic_region)	6
ZNF75A (intron_variant)	6
WASHC2A (splice_donor_variant&intron_variant)	6
AC016168.1 (downstream_gene_variant)	6
PLCD1 (upstream_gene_variant)	6
ETFDH (upstream_gene_variant)	6
AC074117.1 (downstream_gene_variant)	6
NAA60 (5_prime_UTR_variant)	6
GLMP (upstream_gene_variant)	6
WASHC2A (3_prime_UTR_variant)	6
TMEM79 (downstream_gene_variant)	6
NAA60 (3_prime_UTR_variant)	6
CCT3 (intron_variant)	6
AL355581.1 (upstream_gene_variant)	6
SGMS1 (downstream_gene_variant)	6
AC015802.6 (downstream_gene_variant)	6
SNHG16 (intron_variant)	6
CLUAP1 (intron_variant)	6
PAK1 (downstream_gene_variant)	6
TIMM23B (downstream_gene_variant)	6
PLCD1 (downstream_gene_variant)	6
AC108134.2 (non_coding_transcript_exon_variant)	6
SEC14L1 (non_coding_transcript_exon_variant)	6
TK1 (downstream_gene_variant)	6
SYNGR2 (intron_variant)	6
SYNGR2 (non_coding_transcript_exon_variant)	6
LINC00921 (downstream_gene_variant)	6
SHLD2P1 (intron_variant)	6
FBXO40 (downstream_gene_variant)	6
INTS4 (downstream_gene_variant)	6
AC021683.5 (intron_variant)	6
SEPTIN9 (3_prime_UTR_variant)	6
AC111170.4 (downstream_gene_variant)	6
AP002812.1 (upstream_gene_variant)	6
NDUFC1 (upstream_gene_variant)	6
AL138760.1 (intron_variant)	6
AP002812.2 (intron_variant)	6
ERCC6 (upstream_gene_variant)	6
SEPTIN9 (5_prime_UTR_variant)	6
SEC14L1 (3_prime_UTR_variant)	6
SNORD3J (upstream_gene_variant)	6
LRRFIP2 (non_coding_transcript_exon_variant)	6
NUMA1 (splice_donor_variant&intron_variant)	6
SRP14P2 (downstream_gene_variant)	6
KRTCAP2 (non_coding_transcript_exon_variant)	6
KIF5B-AL161932.1 (intergenic_region)	6
KRTCAP2 (upstream_gene_variant)	6
ALYREF (upstream_gene_variant)	6
ANAPC11 (intron_variant)	6
EPC1 (non_coding_transcript_exon_variant)	6
ARHGDIA (non_coding_transcript_exon_variant)	6
SLC36A4 (upstream_gene_variant)	6
SEC22A (3_prime_UTR_variant)	6
CCDC7 (splice_region_variant&intron_variant)	6
SLC25A10 (downstream_gene_variant)	6
MAPK8IP3 (3_prime_UTR_variant)	6
CCDC7 (3_prime_UTR_variant)	6
SLC25A10 (3_prime_UTR_variant)	6
ITGB1 (splice_region_variant&intron_variant)	6
NME3 (non_coding_transcript_exon_variant)	6
LBH (upstream_gene_variant)	6
KRTCAP2 (intron_variant)	6
KIF5B (splice_region_variant&intron_variant)	6
MRPS34 (upstream_gene_variant)	6
PDCD6IP (upstream_gene_variant)	6
AC129510.2 (upstream_gene_variant)	6
AC129510.1 (upstream_gene_variant)	6
TELO2 (upstream_gene_variant)	6
TELO2 (downstream_gene_variant)	6
SNORA32 (downstream_gene_variant)	6
CLASP2 (upstream_gene_variant)	6
MIR544B (upstream_gene_variant)	6
UMPS (upstream_gene_variant)	6
SERPINB9 (intron_variant)	6
KALRN (non_coding_transcript_exon_variant)	6
ASPSCR1 (non_coding_transcript_exon_variant)	6
MAFG (downstream_gene_variant)	6
SIRT7 (upstream_gene_variant)	6
AC112220.2 (upstream_gene_variant)	6
ZEB1 (downstream_gene_variant)	6
ARHGAP12 (downstream_gene_variant)	6
ARHGAP12 (non_coding_transcript_exon_variant)	6
PDIA5 (intron_variant)	6
EME2 (3_prime_UTR_variant)	6
HNRNPF (intron_variant)	6
TSC2 (3_prime_UTR_variant)	6
ZNF37A (non_coding_transcript_exon_variant)	6
SLC38A10 (non_coding_transcript_exon_variant)	6
ZNF37A (5_prime_UTR_variant)	6
CCDC90B (non_coding_transcript_exon_variant)	6
PKD1 (downstream_gene_variant)	6
AL353807.3 (downstream_gene_variant)	6
DTX3L (upstream_gene_variant)	6
ZNF37BP (non_coding_transcript_exon_variant)	6
MLST8 (intron_variant)	6
ZNF37BP (intron_variant)	6
AL353807.2 (upstream_gene_variant)	6
PGP (intron_variant)	6
ZNF33B (upstream_gene_variant)	6
BMS1 (splice_region_variant&intron_variant)	6
PRRC2A (non_coding_transcript_exon_variant)	6
RNPS1 (5_prime_UTR_variant)	6
RPTOR (3_prime_UTR_variant)	6
AL353807.4 (downstream_gene_variant)	6
HNRNPCP6 (non_coding_transcript_exon_variant)	6
ARL16 (3_prime_UTR_variant)	6
ACTG1 (5_prime_UTR_variant)	6
CCDC137-ARL16 (intergenic_region)	6
YPEL5 (intron_variant)	6
AC016907.2 (upstream_gene_variant)	6
AC005363.1 (downstream_gene_variant)	6
AL117336.2 (upstream_gene_variant)	6
WDR43 (downstream_gene_variant)	6
CCNY (downstream_gene_variant)	6
FDPS (intron_variant)	6
SLC49A4 (upstream_gene_variant)	6
RUSC1-AS1 (downstream_gene_variant)	6
ERCC8 (downstream_gene_variant)	6
ZNF598 (downstream_gene_variant)	6
RUSC1 (downstream_gene_variant)	6
ZNF33A-AL161931.1 (intergenic_region)	6
ASH1L (3_prime_UTR_variant)	6
FSCN2 (downstream_gene_variant)	6
EPM2AIP1 (3_prime_UTR_variant)	6
TOMM20P1 (non_coding_transcript_exon_variant)	6
ASAH2B (3_prime_UTR_variant)	6
ASAH2B (downstream_gene_variant)	6
PEX19 (non_coding_transcript_exon_variant)	6
PLEKHB1 (5_prime_UTR_variant)	6
ARNILA (intron_variant)	6
NUBP1 (splice_region_variant&intron_variant)	6
PEX19 (intron_variant)	6
