Variant	N
ITM2C (intron_variant)	5
AC104825.1 (upstream_gene_variant)	5
PDIK1L (intron_variant)	5
RNPC3 (upstream_gene_variant)	5
LGALS8 (splice_region_variant&intron_variant)	5
AC090948.3 (downstream_gene_variant)	5
ARPC4-TTLL3 (upstream_gene_variant)	5
AC093827.5 (intron_variant)	5
TADA3 (downstream_gene_variant)	5
RNPC3 (intron_variant)	5
COX20P2 (non_coding_transcript_exon_variant)	5
GPR55 (intron_variant)	5
PSMD1 (intron_variant)	5
WDR48 (splice_acceptor_variant&intron_variant)	5
TMED5 (non_coding_transcript_exon_variant)	5
MTFR1L (splice_region_variant&intron_variant)	5
MTMR14 (5_prime_UTR_variant)	5
DR1 (downstream_gene_variant)	5
AC073476.2 (downstream_gene_variant)	5
RBM34 (intron_variant)	5
RBM34 (upstream_gene_variant)	5
SNORA14B (upstream_gene_variant)	5
GPBP1 (splice_region_variant&intron_variant)	5
DCUN1D4 (intron_variant)	5
RBM34 (downstream_gene_variant)	5
TOMM20-RBM34 (intergenic_region)	5
AL592148.3 (upstream_gene_variant)	5
CEP350 (splice_region_variant&intron_variant)	5
AC025175.1 (upstream_gene_variant)	5
TOMM20 (downstream_gene_variant)	5
BROX (5_prime_UTR_variant)	5
BROX (intron_variant)	5
DR1 (3_prime_UTR_variant)	5
LUZP1 (missense_variant)	5
RPL29P11 (non_coding_transcript_exon_variant)	5
DISP1 (intron_variant)	5
RPL7P11 (non_coding_transcript_exon_variant)	5
LIN54 (non_coding_transcript_exon_variant)	5
AL592148.3 (downstream_gene_variant)	5
MAML3 (intron_variant)	5
LRRC66 (upstream_gene_variant)	5
TOR1AIP1 (3_prime_UTR_variant)	5
CCDC18 (upstream_gene_variant)	5
AL020996.1 (upstream_gene_variant)	5
FIP1L1 (non_coding_transcript_exon_variant)	5
TBC1D5 (splice_donor_variant&intron_variant)	5
ZBTB40 (missense_variant)	5
PTPN13 (splice_region_variant&intron_variant)	5
TBCE (5_prime_UTR_variant)	5
ACAP3 (splice_donor_variant&intron_variant)	5
BOD1L1 (splice_region_variant&intron_variant)	5
BCL10 (intron_variant)	5
THUMPD3 (upstream_gene_variant)	5
BOD1L1 (3_prime_UTR_variant)	5
BOD1L1 (non_coding_transcript_exon_variant)	5
AL590113.1 (downstream_gene_variant)	5
GOLGA4 (missense_variant)	5
AC093157.1 (downstream_gene_variant)	5
COPS7B (upstream_gene_variant)	5
AL020996.1 (downstream_gene_variant)	5
C1orf159 (intron_variant)	5
PDE4D (splice_region_variant&intron_variant)	5
HEATR1 (upstream_gene_variant)	5
FAM20B (3_prime_UTR_variant)	5
ANKRD28 (3_prime_UTR_variant)	5
DOCK10 (non_coding_transcript_exon_variant)	5
ETFDH (intron_variant)	5
ST3GAL1P1 (upstream_gene_variant)	5
AC022126.1 (upstream_gene_variant)	5
CRYBG2 (upstream_gene_variant)	5
GTF2B (downstream_gene_variant)	5
BTD (3_prime_UTR_variant)	5
AC113615.1 (upstream_gene_variant)	5
MIR4439 (downstream_gene_variant)	5
TPI1P1 (downstream_gene_variant)	5
NAA15 (splice_region_variant&intron_variant)	5
MFF-DT (non_coding_transcript_exon_variant)	5
PKN2 (splice_region_variant&intron_variant)	5
AC092814.2 (downstream_gene_variant)	5
TPI1P1-RNU6-161P (intergenic_region)	5
INTS7 (non_coding_transcript_exon_variant)	5
WFS1 (synonymous_variant)	5
ADGRL3 (intron_variant)	5
MFF (non_coding_transcript_exon_variant)	5
AKT3 (3_prime_UTR_variant)	5
ADSS2 (splice_donor_variant&intron_variant)	5
DHDDS (upstream_gene_variant)	5
ETFDH (non_coding_transcript_exon_variant)	5
INTS11 (synonymous_variant)	5
YTHDC1 (3_prime_UTR_variant)	5
ST13P19 (non_coding_transcript_exon_variant)	5
LYAR (splice_donor_variant&intron_variant)	5
AC096636.1 (upstream_gene_variant)	5
KCNH1 (downstream_gene_variant)	5
KCNH1 (intron_variant)	5
SLC25A24 (non_coding_transcript_exon_variant)	5
CIDECP1 (downstream_gene_variant)	5
RCOR3 (3_prime_UTR_variant)	5
AC098799.2 (downstream_gene_variant)	5
STX18 (splice_donor_variant&intron_variant)	5
STX18 (upstream_gene_variant)	5
LDHAP1 (non_coding_transcript_exon_variant)	5
HACL1 (downstream_gene_variant)	5
CUL3 (splice_region_variant&intron_variant)	5
CACYBP (splice_region_variant&intron_variant)	5
GPR25-INAVA (intergenic_region)	5
EMC3-AS1 (downstream_gene_variant)	5
DHDDS (non_coding_transcript_exon_variant)	5
VAV3 (downstream_gene_variant)	5
CTNNB1 (non_coding_transcript_exon_variant)	5
RFTN1 (non_coding_transcript_exon_variant)	5
ANGEL2 (downstream_gene_variant)	5
PPAT (3_prime_UTR_variant)	5
AC093155.2 (upstream_gene_variant)	5
AC022382.1 (upstream_gene_variant)	5
NBPF3 (downstream_gene_variant)	5
AC093155.1 (non_coding_transcript_exon_variant)	5
PIGK-AC093433.2 (intergenic_region)	5
FLVCR1 (3_prime_UTR_variant)	5
GRPEL1 (3_prime_UTR_variant)	5
RPL9 (5_prime_UTR_variant)	5
GALNT15 (intron_variant)	5
SDCCAG8 (non_coding_transcript_exon_variant)	5
RN7SL834P (downstream_gene_variant)	5
ADH5P3 (non_coding_transcript_exon_variant)	5
ANGEL2 (upstream_gene_variant)	5
SELENOF (upstream_gene_variant)	5
CHRM3-AS2 (intron_variant)	5
RPSA (non_coding_transcript_exon_variant)	5
SNORA6 (upstream_gene_variant)	5
ARPC4 (downstream_gene_variant)	5
AL391650.1 (3_prime_UTR_variant)	5
SRP72 (splice_region_variant&intron_variant)	5
PIGK (splice_region_variant&intron_variant)	5
TBC1D14 (3_prime_UTR_variant)	5
ATF3 (intron_variant)	5
AC108161.1 (non_coding_transcript_exon_variant)	5
INTS7 (3_prime_UTR_variant)	5
POLR2B (splice_region_variant&intron_variant)	5
LINC002481 (non_coding_transcript_exon_variant)	5
ZNF621 (downstream_gene_variant)	5
GLMN (intron_variant)	5
NBPF3 (upstream_gene_variant)	5
AC069307.1 (upstream_gene_variant)	5
FBXW7 (downstream_gene_variant)	5
KIAA0040 (non_coding_transcript_exon_variant)	5
SNORA16B (upstream_gene_variant)	5
HOPX (downstream_gene_variant)	5
AC104461.1 (intron_variant)	5
HOPX (intron_variant)	5
PTP4A1P7 (non_coding_transcript_exon_variant)	5
PAPPA2 (intron_variant)	5
AC018809.1 (upstream_gene_variant)	5
AFF1 (upstream_gene_variant)	5
HOPX (upstream_gene_variant)	5
LDLRAP1 (downstream_gene_variant)	5
B3GALT2 (intron_variant)	5
HNRNPDL (downstream_gene_variant)	5
GPC1 (3_prime_UTR_variant)	5
TMEM33 (3_prime_UTR_variant)	5
NUP133 (splice_donor_variant&intron_variant)	5
AC073840.1 (downstream_gene_variant)	5
LRRC39 (downstream_gene_variant)	5
NDUFA10 (3_prime_UTR_variant)	5
TMEM33 (5_prime_UTR_variant)	5
NUP133 (downstream_gene_variant)	5
RPL30P4 (non_coding_transcript_exon_variant)	5
SMG7 (splice_region_variant&intron_variant)	5
ANKMY1 (3_prime_UTR_variant)	5
SLC30A9 (upstream_gene_variant)	5
ITPKB-IT1 (intron_variant)	5
TMEM33 (upstream_gene_variant)	5
NCMAP-DT (downstream_gene_variant)	5
AC108210.1 (upstream_gene_variant)	5
PITHD1 (upstream_gene_variant)	5
PTBP2 (downstream_gene_variant)	5
SDHB (non_coding_transcript_exon_variant)	5
GNG5 (5_prime_UTR_variant)	5
COQ8A (splice_region_variant&intron_variant)	5
ARAP2 (splice_region_variant&intron_variant)	5
SLC30A9 (3_prime_UTR_variant)	5
NSRP1P1 (non_coding_transcript_exon_variant)	5
STIM2 (downstream_gene_variant)	5
TMEM63A (splice_region_variant&intron_variant)	5
RBPJ (splice_region_variant&intron_variant)	5
MTREX (upstream_gene_variant)	5
GUF1 (3_prime_UTR_variant)	5
CRTAP (upstream_gene_variant)	5
GUF1 (non_coding_transcript_exon_variant)	5
SWT1 (downstream_gene_variant)	5
AAMP (splice_donor_variant&intron_variant)	5
AL512343.2 (upstream_gene_variant)	5
INPP4B-AC104596.1 (intergenic_region)	5
CCR4-GLB1 (intergenic_region)	5
SLC4A7 (non_coding_transcript_exon_variant)	5
SUMO2P10 (downstream_gene_variant)	5
TRAF3IP1 (non_coding_transcript_exon_variant)	5
RPL5P5 (non_coding_transcript_exon_variant)	5
AC092802.3 (intron_variant)	5
AL445471.1 (downstream_gene_variant)	5
GLB1 (splice_region_variant&intron_variant)	5
AC017013.1 (downstream_gene_variant)	5
LIN9 (3_prime_UTR_variant)	5
DYNC1LI1 (splice_donor_variant&intron_variant)	5
RERE (3_prime_UTR_variant)	5
N4BP2 (upstream_gene_variant)	5
RPL9 (intron_variant)	5
TLR1 (non_coding_transcript_exon_variant)	5
TLR6 (3_prime_UTR_variant)	5
AC079921.1 (upstream_gene_variant)	5
CNR2 (3_prime_UTR_variant)	5
WDR19 (3_prime_UTR_variant)	5
AL445433.1 (non_coding_transcript_exon_variant)	5
TSEN15 (non_coding_transcript_exon_variant)	5
AL445433.2 (intron_variant)	5
UGDH (intron_variant)	5
AL844170.1 (downstream_gene_variant)	5
LYPLA2 (downstream_gene_variant)	5
UGDH (splice_region_variant&intron_variant)	5
PRKACB (3_prime_UTR_variant)	5
THRAP3P1 (non_coding_transcript_exon_variant)	5
ANO7 (downstream_gene_variant)	5
HDLBP (non_coding_transcript_exon_variant)	5
ARFIP1 (splice_region_variant&intron_variant)	5
AL357140.3 (downstream_gene_variant)	5
PLPPR5 (upstream_gene_variant)	5
UGDH (downstream_gene_variant)	5
AGL (splice_region_variant&intron_variant)	5
PASK (splice_region_variant&intron_variant)	5
CMTM7 (upstream_gene_variant)	5
NIBAN1 (upstream_gene_variant)	5
ZNF678 (intron_variant)	5
ZNF678 (downstream_gene_variant)	5
ZNF678-ZNF847P (intergenic_region)	5
GNG5 (downstream_gene_variant)	5
AC118553.2 (non_coding_transcript_exon_variant)	5
HMGCL (splice_region_variant&intron_variant)	5
HNRNPH1P3 (non_coding_transcript_exon_variant)	5
TMEM154 (intron_variant)	5
AL359762.3 (downstream_gene_variant)	5
SNAP47 (downstream_gene_variant)	5
PTBP2 (non_coding_transcript_exon_variant)	5
MTERF4 (intron_variant)	5
RPF1 (downstream_gene_variant)	5
AC108471.1 (downstream_gene_variant)	5
ARF1 (upstream_gene_variant)	5
NIBAN1 (splice_region_variant&intron_variant)	5
ARPC5 (3_prime_UTR_variant)	5
MTERF4 (upstream_gene_variant)	5
ARPC5 (intron_variant)	5
COG2 (non_coding_transcript_exon_variant)	5
COG2 (downstream_gene_variant)	5
SMIM20 (upstream_gene_variant)	5
ATG16L1 (3_prime_UTR_variant)	5
SLAIN2 (3_prime_UTR_variant)	5
AC105749.1 (upstream_gene_variant)	5
AC109811.1 (upstream_gene_variant)	5
HSPD1P5 (non_coding_transcript_exon_variant)	5
LCORL (downstream_gene_variant)	5
SAP18P3 (non_coding_transcript_exon_variant)	5
AC092809.1 (downstream_gene_variant)	5
MIR4426 (upstream_gene_variant)	5
KAT2B (upstream_gene_variant)	5
PLRG1 (3_prime_UTR_variant)	5
AC107223.1 (intron_variant)	5
ITPR1 (3_prime_UTR_variant)	5
AL445524.1 (upstream_gene_variant)	5
TSNAX (upstream_gene_variant)	5
NVL (splice_donor_variant&intron_variant)	5
EGLN1 (upstream_gene_variant)	5
AL589990.1 (intron_variant)	5
LCORL (3_prime_UTR_variant)	5
AC079118.2 (upstream_gene_variant)	5
NVL (intron_variant)	5
FRYL (splice_donor_variant&intron_variant)	5
FRYL (non_coding_transcript_exon_variant)	5
RPL39P18 (upstream_gene_variant)	5
AC026202.3 (upstream_gene_variant)	5
RAD18 (downstream_gene_variant)	5
AL355472.2 (upstream_gene_variant)	5
CEP350 (upstream_gene_variant)	5
TAPT1-AS1 (upstream_gene_variant)	5
OCIAD2 (downstream_gene_variant)	5
EPM2AIP1 (intron_variant)	5
LDB2-AC106894.1 (intergenic_region)	5
RO60 (splice_region_variant&intron_variant)	5
LDLRAP1 (intron_variant)	5
PHBP11 (non_coding_transcript_exon_variant)	5
MACO1-LDLRAP1 (intergenic_region)	5
AC008937.3 (upstream_gene_variant)	5
LAP3 (downstream_gene_variant)	5
ACBD6 (non_coding_transcript_exon_variant)	5
AC006160.1 (intron_variant)	5
AL031284.1 (downstream_gene_variant)	5
FUBP1 (splice_region_variant&intron_variant)	5
RO60 (upstream_gene_variant)	5
UCHL5 (upstream_gene_variant)	5
SPRTN (downstream_gene_variant)	5
CDC14A (upstream_gene_variant)	5
MRPS18C (intron_variant)	5
RNU6-1333P (upstream_gene_variant)	5
ANAPC4 (splice_donor_variant&intron_variant)	5
ATP13A2 (synonymous_variant)	5
TOP2B (splice_region_variant&intron_variant)	5
ANAPC4 (downstream_gene_variant)	5
AL031432.3 (downstream_gene_variant)	5
SSX2IP (intron_variant)	5
RSRP1 (3_prime_UTR_variant)	5
ODR4 (intron_variant)	5
TPR (intron_variant)	5
SSX2IP (downstream_gene_variant)	5
CDC42P6 (downstream_gene_variant)	5
C1orf198 (3_prime_UTR_variant)	5
EPHX1 (downstream_gene_variant)	5
GLUL (downstream_gene_variant)	5
C1orf198 (downstream_gene_variant)	5
TAF9BP1 (non_coding_transcript_exon_variant)	5
SSX2IP (3_prime_UTR_variant)	5
SEL1L3 (splice_donor_variant&intron_variant)	5
OXSM (upstream_gene_variant)	5
GLUL (upstream_gene_variant)	5
ABCD3 (non_coding_transcript_exon_variant)	5
ATP13A2 (missense_variant)	5
LRRFIP1 (splice_region_variant&intron_variant)	5
IFI44L (non_coding_transcript_exon_variant)	5
DHX15 (upstream_gene_variant)	5
TMEM50A (intron_variant)	5
RTCA (intron_variant)	5
AC097713.1-ARL4C (intergenic_region)	5
STX6 (non_coding_transcript_exon_variant)	5
TMSB10P1 (non_coding_transcript_exon_variant)	5
AGAP1 (upstream_gene_variant)	5
AGAP1 (intron_variant)	5
CNIH4 (5_prime_UTR_variant)	5
COPS8 (upstream_gene_variant)	5
AC012063.1 (upstream_gene_variant)	5
RPL15 (intron_variant)	5
MR1 (intron_variant)	5
NFXL1 (intron_variant)	5
INPP4B (splice_donor_variant&intron_variant)	5
ATP10D (missense_variant)	5
NR1D2 (upstream_gene_variant)	5
AL357134.1 (non_coding_transcript_exon_variant)	5
ZCCHC4 (downstream_gene_variant)	5
EFCAB2 (intron_variant)	5
AC104841.1 (downstream_gene_variant)	5
TRAF3IP3 (5_prime_UTR_variant)	5
CCNI (upstream_gene_variant)	5
LZTFL1 (non_coding_transcript_exon_variant)	5
AP006222.1 (intron_variant)	5
TUBA4B (upstream_gene_variant)	5
RN7SKP160-CENPL (intergenic_region)	5
BX679664.3 (upstream_gene_variant)	5
AC110760.3-AC093870.1 (intergenic_region)	5
NELFA (upstream_gene_variant)	5
AC090004.1 (upstream_gene_variant)	5
AC010969.3 (downstream_gene_variant)	5
TIMM17A (upstream_gene_variant)	5
AC104794.1-RRM2 (intergenic_region)	5
ALKAL2 (downstream_gene_variant)	5
SLC9A1 (intron_variant)	5
BIN2P1-VAMP9P (intergenic_region)	5
SRGAP2 (3_prime_UTR_variant)	5
EIPR1 (downstream_gene_variant)	5
CROCCP3 (downstream_gene_variant)	5
LZTFL1 (splice_donor_variant&intron_variant)	5
STK36 (downstream_gene_variant)	5
PDE6B (upstream_gene_variant)	5
TTLL4 (upstream_gene_variant)	5
ATG7 (upstream_gene_variant)	5
LRRC8D (upstream_gene_variant)	5
TRAPPC12 (non_coding_transcript_exon_variant)	5
TRAPPC12 (upstream_gene_variant)	5
ZNF644 (downstream_gene_variant)	5
CYB561D1 (upstream_gene_variant)	5
SACM1L (splice_donor_variant&intron_variant)	5
MTCO1P12 (upstream_gene_variant)	5
STX12 (downstream_gene_variant)	5
MRPS25 (intron_variant)	5
RNF25 (downstream_gene_variant)	5
GBP3-GBP1 (intergenic_region)	5
CAPN7 (splice_region_variant&intron_variant)	5
CHPF (synonymous_variant)	5
PFKFB2 (intron_variant)	5
SNORA80B (upstream_gene_variant)	5
CRYZ (5_prime_UTR_variant)	5
THEMIS2 (upstream_gene_variant)	5
THEMIS2 (intron_variant)	5
DDOST (3_prime_UTR_variant)	5
AL603962.1 (upstream_gene_variant)	5
STK11IP (non_coding_transcript_exon_variant)	5
NLRP3 (synonymous_variant)	5
IPO9 (downstream_gene_variant)	5
ZNF142 (non_coding_transcript_exon_variant)	5
TATDN2 (intron_variant)	5
PPM1K (3_prime_UTR_variant)	5
AMIGO1-GPR61 (intergenic_region)	5
GPSM2 (downstream_gene_variant)	5
TMEM267 (intron_variant)	5
CHPF (downstream_gene_variant)	5
TATDN2 (missense_variant)	5
COX18 (non_coding_transcript_exon_variant)	5
SLC10A7 (downstream_gene_variant)	5
AC098935.1 (non_coding_transcript_exon_variant)	5
COX18 (3_prime_UTR_variant)	5
GMPPA (non_coding_transcript_exon_variant)	5
FYCO1 (intron_variant)	5
TATDN2 (3_prime_UTR_variant)	5
KIFAP3 (splice_donor_variant&intron_variant)	5
GAS5 (non_coding_transcript_exon_variant)	5
DARS2 (downstream_gene_variant)	5
LRRC8C (downstream_gene_variant)	5
SH3YL1 (downstream_gene_variant)	5
TACC3 (3_prime_UTR_variant)	5
TMEM129 (3_prime_UTR_variant)	5
IPO11 (splice_region_variant&intron_variant)	5
LINC00298 (intron_variant)	5
NECAP2 (splice_region_variant&intron_variant)	5
ID2-AS1 (upstream_gene_variant)	5
PAIP1 (intron_variant)	5
MICOS10 (3_prime_UTR_variant)	5
PPP1R12B (3_prime_UTR_variant)	5
SUCO (splice_region_variant&intron_variant)	5
SCARB2 (downstream_gene_variant)	5
SCARB2 (non_coding_transcript_exon_variant)	5
CNPPD1 (downstream_gene_variant)	5
TAF13 (intron_variant)	5
IQCM (intron_variant)	5
TMCO4 (non_coding_transcript_exon_variant)	5
NAAA (3_prime_UTR_variant)	5
HERC6 (non_coding_transcript_exon_variant)	5
ZRANB2-AS1 (intron_variant)	5
LARS2 (splice_region_variant&intron_variant)	5
ZNF827 (upstream_gene_variant)	5
SYN2 (upstream_gene_variant)	5
ARL8A (intron_variant)	5
GBP5 (downstream_gene_variant)	5
RNU6ATAC37P-AC092580.4 (intergenic_region)	5
SARS1 (non_coding_transcript_exon_variant)	5
NUP54 (3_prime_UTR_variant)	5
AC010435.1 (non_coding_transcript_exon_variant)	5
H6PD (upstream_gene_variant)	5
AC091492.1 (downstream_gene_variant)	5
IDUA (missense_variant)	5
SYTL1 (splice_region_variant&intron_variant)	5
LRBA (non_coding_transcript_exon_variant)	5
ART3 (downstream_gene_variant)	5
CAMTA1 (3_prime_UTR_variant)	5
TNFSF4 (3_prime_UTR_variant)	5
IPO11 (non_coding_transcript_exon_variant)	5
AC093297.2 (non_coding_transcript_exon_variant)	5
GLB1L (downstream_gene_variant)	5
BX571818.1 (non_coding_transcript_exon_variant)	5
TCAIM (upstream_gene_variant)	5
GBP1P1 (non_coding_transcript_exon_variant)	5
SNX5P1 (downstream_gene_variant)	5
GDI2P2 (upstream_gene_variant)	5
MKRN2 (downstream_gene_variant)	5
PAIP1 (downstream_gene_variant)	5
MRPS25 (downstream_gene_variant)	5
TAMM41 (upstream_gene_variant)	5
AL353771.1 (upstream_gene_variant)	5
SRSF11 (non_coding_transcript_exon_variant)	5
CELSR2 (non_coding_transcript_exon_variant)	5
EMB (3_prime_UTR_variant)	5
SRSF11 (intron_variant)	5
TNFSF4 (downstream_gene_variant)	5
ZNF326 (3_prime_UTR_variant)	5
CELSR2 (downstream_gene_variant)	5
GBP7 (downstream_gene_variant)	5
SLC41A1 (non_coding_transcript_exon_variant)	5
SPATA21 (downstream_gene_variant)	5
AC034139.1 (intron_variant)	5
AL645568.2 (non_coding_transcript_exon_variant)	5
RNASEH1 (upstream_gene_variant)	5
KIDINS220 (splice_region_variant&intron_variant)	5
LARS2-AS1 (intron_variant)	5
ZNF445 (downstream_gene_variant)	5
RNASEH1-AS1 (upstream_gene_variant)	5
ELF3-AS1 (non_coding_transcript_exon_variant)	5
SLBP (intron_variant)	5
CNOT6L (upstream_gene_variant)	5
AL160008.1 (downstream_gene_variant)	5
HNRNPD (3_prime_UTR_variant)	5
ROCK2 (upstream_gene_variant)	5
NOC2L (intron_variant)	5
RPS10P7 (intron_variant)	5
NUP210 (splice_region_variant&intron_variant)	5
FAM102B (3_prime_UTR_variant)	5
CR1 (downstream_gene_variant)	5
KIF28P (upstream_gene_variant)	5
PPP1R14BP3 (non_coding_transcript_exon_variant)	5
FANCD2 (non_coding_transcript_exon_variant)	5
CR1 (non_coding_transcript_exon_variant)	5
AHCTF1 (synonymous_variant)	5
FAM102B (splice_region_variant&intron_variant)	5
AHCTF1 (upstream_gene_variant)	5
LRRC8C (upstream_gene_variant)	5
LRRC7 (intron_variant)	5
AL512637.1 (non_coding_transcript_exon_variant)	5
NDUFAF2 (downstream_gene_variant)	5
AC006059.2 (intron_variant)	5
AC096632.1 (upstream_gene_variant)	5
UBR4 (synonymous_variant)	5
GRSF1 (upstream_gene_variant)	5
SAMD11 (downstream_gene_variant)	5
SH3BP5-AS1 (non_coding_transcript_exon_variant)	5
SH3BP5 (non_coding_transcript_exon_variant)	5
AL513343.1 (downstream_gene_variant)	5
AL513343.1 (non_coding_transcript_exon_variant)	5
ARID1A (downstream_gene_variant)	5
ZBED6 (5_prime_UTR_variant)	5
HTT (downstream_gene_variant)	5
RNU6-858P (downstream_gene_variant)	5
ATP2B4 (non_coding_transcript_exon_variant)	5
LAX1 (upstream_gene_variant)	5
MIR29B2CHG (intron_variant)	5
ACADM (non_coding_transcript_exon_variant)	5
GRK4 (downstream_gene_variant)	5
ZC3H11A (upstream_gene_variant)	5
SLC66A3 (non_coding_transcript_exon_variant)	5
UBE4B (upstream_gene_variant)	5
ATP2B4 (3_prime_UTR_variant)	5
ROCK2 (splice_region_variant&intron_variant)	5
SNORA77 (downstream_gene_variant)	5
CNOT9 (3_prime_UTR_variant)	5
AC092810.2 (non_coding_transcript_exon_variant)	5
AC098818.1 (non_coding_transcript_exon_variant)	5
RUFY3 (downstream_gene_variant)	5
FARSB (intron_variant)	5
RUFY3 (upstream_gene_variant)	5
CNOT9 (downstream_gene_variant)	5
RPS7P4 (non_coding_transcript_exon_variant)	5
PDIA6 (splice_donor_variant&intron_variant)	5
PPID (upstream_gene_variant)	5
CNST (3_prime_UTR_variant)	5
TMBIM1 (5_prime_UTR_variant)	5
BMP2K (3_prime_UTR_variant)	5
SNRK (upstream_gene_variant)	5
EAF1 (intron_variant)	5
RABIF (3_prime_UTR_variant)	5
MOB1B (downstream_gene_variant)	5
CHCHD4 (intron_variant)	5
NOL10 (splice_donor_variant&intron_variant)	5
CWC27 (upstream_gene_variant)	5
RPS10P7 (downstream_gene_variant)	5
RUBCN (splice_region_variant&intron_variant)	5
LRRC7 (downstream_gene_variant)	5
EPHA4 (splice_region_variant&intron_variant)	5
RABIF (upstream_gene_variant)	5
CYB5R1 (upstream_gene_variant)	5
NUP210 (3_prime_UTR_variant)	5
ZNF669 (downstream_gene_variant)	5
NDUFAF2-SMIM15 (intergenic_region)	5
MOB1B (3_prime_UTR_variant)	5
FNDC7 (downstream_gene_variant)	5
SNRK (5_prime_UTR_variant)	5
TP53I11 (non_coding_transcript_exon_variant)	4
CDC123 (5_prime_UTR_variant)	4
PBX4 (downstream_gene_variant)	4
CCDC106 (upstream_gene_variant)	4
THOC7 (splice_region_variant&intron_variant)	4
AL136320.1 (intron_variant)	4
ZNF726 (intron_variant)	4
CELF2 (non_coding_transcript_exon_variant)	4
EOGT (intron_variant)	4
AL513218.2 (downstream_gene_variant)	4
RTN3 (downstream_gene_variant)	4
NR1D2 (downstream_gene_variant)	4
URM1 (intron_variant)	4
CAMK1D (downstream_gene_variant)	4
PRDM11 (3_prime_UTR_variant)	4
NAIF1 (upstream_gene_variant)	4
ZNF841 (intron_variant)	4
ANKRD27 (splice_region_variant&intron_variant)	4
TOP2B (intron_variant)	4
UBA3 (non_coding_transcript_exon_variant)	4
STIP1 (splice_region_variant&intron_variant)	4
NEPRO (3_prime_UTR_variant)	4
OPTN (upstream_gene_variant)	4
SLC25A25-AS1 (downstream_gene_variant)	4
PSME2P6 (non_coding_transcript_exon_variant)	4
MTCH2 (upstream_gene_variant)	4
AC011468.1 (upstream_gene_variant)	4
CRY2 (intron_variant)	4
ZNF543 (3_prime_UTR_variant)	4
MIR219B (upstream_gene_variant)	4
ANKRD27 (non_coding_transcript_exon_variant)	4
AL359091.1 (downstream_gene_variant)	4
NUP35P1 (non_coding_transcript_exon_variant)	4
AC006504.5 (upstream_gene_variant)	4
SLC25A25-AS1 (upstream_gene_variant)	4
TRUB2 (3_prime_UTR_variant)	4
MVB12B (intron_variant)	4
PTPRG-AS1 (intron_variant)	4
DHTKD1 (synonymous_variant)	4
OTUB1 (non_coding_transcript_exon_variant)	4
OTUB1 (5_prime_UTR_variant)	4
LINC00663 (downstream_gene_variant)	4
DHTKD1 (upstream_gene_variant)	4
PTPRJ (splice_acceptor_variant&intron_variant)	4
AL050343.3 (downstream_gene_variant)	4
NAA40 (3_prime_UTR_variant)	4
AC078785.1 (non_coding_transcript_exon_variant)	4
AP004245.1-OR9G1 (intergenic_region)	4
AC008735.2 (intron_variant)	4
SLC2A8 (downstream_gene_variant)	4
AC099063.1 (upstream_gene_variant)	4
CELF2-AS1 (upstream_gene_variant)	4
UBA3 (splice_donor_variant&intron_variant)	4
MCOLN2 (5_prime_UTR_variant)	4
MMACHC (upstream_gene_variant)	4
MCOLN2 (upstream_gene_variant)	4
TRUB2 (downstream_gene_variant)	4
AC104849.1 (non_coding_transcript_exon_variant)	4
ZNF264 (5_prime_UTR_variant)	4
AC092279.3 (downstream_gene_variant)	4
AC096921.1 (upstream_gene_variant)	4
AC011477.3 (downstream_gene_variant)	4
AP004245.1 (downstream_gene_variant)	4
CCDC163 (upstream_gene_variant)	4
RPL15 (upstream_gene_variant)	4
STIP1 (5_prime_UTR_variant)	4
BMI1 (non_coding_transcript_exon_variant)	4
BMI1 (splice_region_variant&intron_variant)	4
AL139815.1-YWHAZP3 (intergenic_region)	4
RPL15 (5_prime_UTR_variant)	4
ZNF580 (downstream_gene_variant)	4
TSSK6 (upstream_gene_variant)	4
CIZ1 (intron_variant)	4
AC112128.1 (non_coding_transcript_exon_variant)	4
CELF2-AS1 (downstream_gene_variant)	4
AC011477.7 (upstream_gene_variant)	4
ZNF101 (non_coding_transcript_exon_variant)	4
AC021443.2 (upstream_gene_variant)	4
AC109587.1 (non_coding_transcript_exon_variant)	4
EPN1 (intron_variant)	4
YWHAZP3 (upstream_gene_variant)	4
COMMD3-BMI1 (splice_region_variant&intron_variant)	4
GOLGA2 (intron_variant)	4
CD200R1 (intron_variant)	4
THOC7 (non_coding_transcript_exon_variant)	4
NAIF1 (intron_variant)	4
ARFGAP2 (3_prime_UTR_variant)	4
ZFP28 (5_prime_UTR_variant)	4
RSU1 (downstream_gene_variant)	4
ZNF507 (intron_variant)	4
AK1 (downstream_gene_variant)	4
AC099535.1 (upstream_gene_variant)	4
SLC25A26 (5_prime_UTR_variant)	4
PTER (5_prime_UTR_variant)	4
CMC1 (downstream_gene_variant)	4
MINDY3 (intron_variant)	4
CTBS (downstream_gene_variant)	4
MINDY3 (downstream_gene_variant)	4
SLC35A5 (3_prime_UTR_variant)	4
AC093495.1 (non_coding_transcript_exon_variant)	4
AMBRA1 (downstream_gene_variant)	4
NUDT22 (intron_variant)	4
XPC (3_prime_UTR_variant)	4
RPP38 (5_prime_UTR_variant)	4
ZNF616 (downstream_gene_variant)	4
DDB2 (non_coding_transcript_exon_variant)	4
CCNE1 (upstream_gene_variant)	4
DCLRE1C (splice_donor_variant&intron_variant)	4
