Variant	N
CPT1B (upstream_gene_variant)	13
GNPTG (downstream_gene_variant)	13
RBSN (downstream_gene_variant)	13
CLASP1 (downstream_gene_variant)	13
SCAMP1-AS1 (non_coding_transcript_exon_variant)	13
GPR108 (upstream_gene_variant)	13
LUC7L (intron_variant)	13
USP48 (downstream_gene_variant)	13
CD47 (intron_variant)	13
PPP6R2 (intron_variant)	13
PRPF4B (upstream_gene_variant)	13
IL10RA (downstream_gene_variant)	13
CASP6 (upstream_gene_variant)	13
AC119396.1 (intron_variant)	13
JMJD6 (upstream_gene_variant)	13
TUBGCP6 (non_coding_transcript_exon_variant)	13
TGS1 (intron_variant)	13
UBE2I (non_coding_transcript_exon_variant)	13
AL031714.1 (upstream_gene_variant)	13
RPS20P2 (upstream_gene_variant)	13
PHC3 (intron_variant)	13
AC009060.1 (downstream_gene_variant)	13
AP1M1 (intron_variant)	13
CCDC144NL-AS1 (intron_variant)	13
DDX39B (non_coding_transcript_exon_variant)	13
AC105052.1 (intron_variant)	13
FBXO3 (intron_variant)	13
DHX35 (intron_variant)	13
ZNF83 (5_prime_UTR_variant)	13
ATP6V1G2-DDX39B (intron_variant)	13
TASOR2 (downstream_gene_variant)	13
ATP11A (downstream_gene_variant)	13
ATG13 (intron_variant)	13
RDH13 (non_coding_transcript_exon_variant)	13
SPATA2L (downstream_gene_variant)	13
LINC02166 (upstream_gene_variant)	13
LLPH-DT (downstream_gene_variant)	13
ANKFY1 (downstream_gene_variant)	13
AL132989.1 (downstream_gene_variant)	13
DDX41 (upstream_gene_variant)	13
NUP107 (splice_region_variant&intron_variant)	13
NDUFS6 (downstream_gene_variant)	13
UBA2 (downstream_gene_variant)	13
NDUFS6 (intron_variant)	13
DOCK7 (downstream_gene_variant)	13
MAP2K4 (intron_variant)	13
ALOX12-AS1 (downstream_gene_variant)	13
KRT18P22 (downstream_gene_variant)	13
ZDHHC20P4 (non_coding_transcript_exon_variant)	13
ASXL2 (intron_variant)	13
NDUFB2 (upstream_gene_variant)	13
LINC01691 (downstream_gene_variant)	13
AL121759.1 (upstream_gene_variant)	13
CD53-AL360270.2 (intergenic_region)	13
DROSHA (upstream_gene_variant)	13
MIR3681HG (intron_variant)	13
PSMD5 (upstream_gene_variant)	13
LTBP3 (downstream_gene_variant)	13
ZNF875 (downstream_gene_variant)	13
UBE2B (downstream_gene_variant)	13
RPL9 (upstream_gene_variant)	13
ARFGAP2 (intron_variant)	13
USP34 (upstream_gene_variant)	13
SLC38A2 (upstream_gene_variant)	13
WAC (upstream_gene_variant)	13
ZNF137P (upstream_gene_variant)	13
AKAP10 (intron_variant)	13
NAXD (non_coding_transcript_exon_variant)	13
ASAP2 (intron_variant)	13
LYST (upstream_gene_variant)	13
DRG2 (downstream_gene_variant)	13
CDYL2 (3_prime_UTR_variant)	13
AC138356.2 (non_coding_transcript_exon_variant)	13
AL356968.2 (non_coding_transcript_exon_variant)	13
TBCE (downstream_gene_variant)	13
Z86062.1 (non_coding_transcript_exon_variant)	13
RFWD3 (intron_variant)	13
ZNF410 (intron_variant)	13
AP003108.2 (downstream_gene_variant)	13
PITRM1 (non_coding_transcript_exon_variant)	13
ELMO1 (downstream_gene_variant)	13
AC105052.3 (non_coding_transcript_exon_variant)	13
GGPS1 (intron_variant)	13
SEC61A2 (downstream_gene_variant)	13
NPC2 (downstream_gene_variant)	13
RBCK1 (downstream_gene_variant)	13
AC008750.8 (intron_variant)	13
AC105052.3 (3_prime_UTR_variant)	13
EFCAB14-AS1 (intron_variant)	13
AL137222.1 (non_coding_transcript_exon_variant)	13
GMCL2 (missense_variant)	13
RNASEH2B (intron_variant)	13
AL355076.2 (intron_variant)	13
SPATA6 (intron_variant)	13
DBNL (downstream_gene_variant)	13
CUL3 (downstream_gene_variant)	13
CCT2 (downstream_gene_variant)	13
ALOX12-AS1 (upstream_gene_variant)	13
TERF2IP (intron_variant)	13
PWWP2A (intron_variant)	13
DDHD2 (downstream_gene_variant)	13
MIR195 (downstream_gene_variant)	13
LINC01259 (intron_variant)	13
RPS27AP12 (non_coding_transcript_exon_variant)	13
NUP160 (downstream_gene_variant)	13
MAP2K4 (downstream_gene_variant)	13
NUP160 (intron_variant)	13
ZDHHC3 (downstream_gene_variant)	13
LINC01620 (upstream_gene_variant)	13
ARMC10 (downstream_gene_variant)	13
AL162417.1 (intron_variant)	13
IQCG (downstream_gene_variant)	13
PSME2P2 (non_coding_transcript_exon_variant)	13
ODF2L (upstream_gene_variant)	13
POLQ (intron_variant)	13
ETFB (intron_variant)	13
ADAT1 (downstream_gene_variant)	13
RBL1 (intron_variant)	13
ZNF274 (intron_variant)	13
EIF4E3 (intron_variant)	13
RNU6-1102P (upstream_gene_variant)	13
TRGV8-TRGV7 (intergenic_region)	13
TCAIM (intron_variant)	13
NT5C3A (upstream_gene_variant)	13
ABHD12 (intron_variant)	13
NDUFAF7 (intron_variant)	13
KIAA0586 (non_coding_transcript_exon_variant)	13
CHRM3-AS2 (upstream_gene_variant)	13
GPALPP1 (non_coding_transcript_exon_variant)	13
MIR4722 (upstream_gene_variant)	13
RNA5SP22 (downstream_gene_variant)	13
STXBP3 (upstream_gene_variant)	13
GALNS (downstream_gene_variant)	13
RPL18AP8 (upstream_gene_variant)	13
AC004223.3 (intron_variant)	13
TBCB (downstream_gene_variant)	13
COX4I1 (downstream_gene_variant)	13
AC103591.1 (non_coding_transcript_exon_variant)	13
SLU7 (upstream_gene_variant)	13
RPL35P1 (non_coding_transcript_exon_variant)	13
AC003002.2 (intron_variant)	13
TRGV7 (downstream_gene_variant)	13
CNOT2 (intron_variant)	13
MCPH1 (upstream_gene_variant)	13
PCED1B-AS1 (upstream_gene_variant)	13
EGLN2 (upstream_gene_variant)	13
NSD1 (intron_variant)	13
AC084824.2 (non_coding_transcript_exon_variant)	13
AC015911.5 (upstream_gene_variant)	13
AC015911.11 (downstream_gene_variant)	13
USP33 (upstream_gene_variant)	13
BTN2A1 (downstream_gene_variant)	13
HLA-DQA1 (missense_variant)	13
EXOC3 (intron_variant)	13
ASXL1 (downstream_gene_variant)	13
GPALPP1 (intron_variant)	13
VRK3 (upstream_gene_variant)	13
LPIN1 (intron_variant)	13
PCGF3 (downstream_gene_variant)	13
GRPEL1 (downstream_gene_variant)	13
CLHC1 (upstream_gene_variant)	13
PSMC1P2 (upstream_gene_variant)	13
CNPY4 (upstream_gene_variant)	13
AC138028.4 (upstream_gene_variant)	13
APIP (upstream_gene_variant)	13
APMAP (downstream_gene_variant)	13
AL137058.2 (intron_variant)	13
PPP5D1 (intron_variant)	13
FLOT2 (intron_variant)	13
LDHA (downstream_gene_variant)	13
VWA8 (intron_variant)	13
PCED1B-AS1 (non_coding_transcript_exon_variant)	13
AREL1 (downstream_gene_variant)	13
PPP2CA (upstream_gene_variant)	13
MAN1A2 (intron_variant)	13
ZNF585A (intron_variant)	13
HLA-DQB2 (downstream_gene_variant)	13
CYP4V2 (non_coding_transcript_exon_variant)	13
SYNE2 (missense_variant)	13
SPATA1 (intron_variant)	13
TAX1BP1 (upstream_gene_variant)	13
TAPT1-AS1 (non_coding_transcript_exon_variant)	13
GNPDA1 (intron_variant)	13
NAT10 (upstream_gene_variant)	13
RAB18 (intron_variant)	13
C9orf78 (intron_variant)	13
CNTRL (intron_variant)	13
NUCB2 (upstream_gene_variant)	13
NUP107 (intron_variant)	13
NDEL1 (downstream_gene_variant)	13
CEPT1 (intron_variant)	13
YWHAZP3 (non_coding_transcript_exon_variant)	13
RBM39 (intron_variant)	13
REV3L (non_coding_transcript_exon_variant)	13
AC010442.1 (downstream_gene_variant)	13
MTRNR2L12 (5_prime_UTR_variant)	13
ZYG11B (3_prime_UTR_variant)	13
AC055811.1 (intron_variant)	13
ZNF513 (downstream_gene_variant)	13
REV3L (3_prime_UTR_variant)	13
KIAA0586 (upstream_gene_variant)	13
BTN3A3 (downstream_gene_variant)	13
ARHGAP1 (intron_variant)	13
NUCB2 (downstream_gene_variant)	13
CUL4A (upstream_gene_variant)	13
RPS13P2 (non_coding_transcript_exon_variant)	13
ZNF197 (upstream_gene_variant)	13
AC092574.2 (intron_variant)	13
LDHA (intron_variant)	13
SHISAL2A (intron_variant)	13
NUP88 (intron_variant)	13
KBTBD2 (downstream_gene_variant)	13
OTUB1 (upstream_gene_variant)	13
TADA2A (intron_variant)	13
STAT3 (downstream_gene_variant)	13
PREPL (downstream_gene_variant)	13
SAMD3 (intron_variant)	13
SKIV2L (upstream_gene_variant)	13
WDR43 (downstream_gene_variant)	13
GANAB (upstream_gene_variant)	13
AMY2B (upstream_gene_variant)	13
AHSA1 (upstream_gene_variant)	13
AP1G1 (upstream_gene_variant)	13
RICTOR (intron_variant)	13
RNVU1-8 (downstream_gene_variant)	13
GPCPD1 (upstream_gene_variant)	13
AC012354.2 (non_coding_transcript_exon_variant)	13
SYNE2 (downstream_gene_variant)	13
AL390728.1 (non_coding_transcript_exon_variant)	13
AL390728.2 (upstream_gene_variant)	13
ITGB1-DT (intron_variant)	13
AL133268.1 (upstream_gene_variant)	13
DUSP3 (3_prime_UTR_variant)	13
MADD (upstream_gene_variant)	13
PSMB8 (upstream_gene_variant)	13
CDC123 (intron_variant)	13
LIMD1 (3_prime_UTR_variant)	13
TRIP12 (intron_variant)	13
TTC9C (downstream_gene_variant)	13
WHSC1L2P (non_coding_transcript_exon_variant)	13
AL390728.5 (intron_variant)	13
SNORD110 (upstream_gene_variant)	13
CLIP4 (upstream_gene_variant)	13
LEPR (intron_variant)	13
RASGRP4 (downstream_gene_variant)	13
PPIL6 (upstream_gene_variant)	13
AC004987.2 (non_coding_transcript_exon_variant)	13
RNU1-151P (downstream_gene_variant)	13
TPP2 (upstream_gene_variant)	13
SNORA80B (downstream_gene_variant)	13
AC098614.3 (upstream_gene_variant)	13
FTLP3 (non_coding_transcript_exon_variant)	13
TRIM13 (intron_variant)	13
AMY2B (non_coding_transcript_exon_variant)	13
C19orf12 (downstream_gene_variant)	13
TACC3 (non_coding_transcript_exon_variant)	13
COX10 (upstream_gene_variant)	13
PHYKPL (upstream_gene_variant)	13
CCDC18 (intron_variant)	13
SHMT1 (downstream_gene_variant)	13
CCDC25 (non_coding_transcript_exon_variant)	13
RPL5P29 (non_coding_transcript_exon_variant)	13
MICB (upstream_gene_variant)	13
TOX4 (upstream_gene_variant)	13
CHD3 (downstream_gene_variant)	13
EIF4A1 (downstream_gene_variant)	13
STAG3 (intron_variant)	13
RPL7AP11 (non_coding_transcript_exon_variant)	13
AL157935.3 (upstream_gene_variant)	13
PCNX4 (non_coding_transcript_exon_variant)	13
NAPA-AS1 (intron_variant)	13
HDAC5 (downstream_gene_variant)	13
AC007318.3 (upstream_gene_variant)	13
GPCPD1 (downstream_gene_variant)	13
TCP11L1 (downstream_gene_variant)	13
PDS5A (splice_region_variant&intron_variant)	13
POLR2A (intron_variant)	13
AC009403.1 (intron_variant)	13
ITGB1 (intron_variant)	13
DHRS7 (downstream_gene_variant)	13
EFTUD2 (upstream_gene_variant)	13
DDX19B (downstream_gene_variant)	13
FAM98C (downstream_gene_variant)	13
GBP2 (intron_variant)	13
DIS3 (downstream_gene_variant)	13
CLN8 (intron_variant)	13
INPP5D (non_coding_transcript_exon_variant)	13
MKNK1 (intron_variant)	13
CLPTM1 (downstream_gene_variant)	13
CCDC7 (upstream_gene_variant)	13
NCBP2 (upstream_gene_variant)	13
PSMD8 (upstream_gene_variant)	13
UGP2 (intron_variant)	13
CTSA (downstream_gene_variant)	13
BTN3A2 (3_prime_UTR_variant)	13
ZNFX1 (intron_variant)	13
CLN8 (downstream_gene_variant)	13
ZNF611 (non_coding_transcript_exon_variant)	13
TMSB4XP6 (downstream_gene_variant)	13
AOAH (downstream_gene_variant)	13
VIPAS39 (upstream_gene_variant)	13
TP53I11 (downstream_gene_variant)	13
TADA2A (3_prime_UTR_variant)	13
MAEA (downstream_gene_variant)	13
NEURL2 (upstream_gene_variant)	13
ZNF248 (intron_variant)	13
ZNFX1 (upstream_gene_variant)	13
SLC38A1 (upstream_gene_variant)	13
FAM86EP (non_coding_transcript_exon_variant)	13
MLLT6 (downstream_gene_variant)	13
ALDH6A1 (3_prime_UTR_variant)	13
SLC4A2 (upstream_gene_variant)	13
UPF3A (downstream_gene_variant)	13
OR8J1 (intron_variant)	13
AL645933.4 (non_coding_transcript_exon_variant)	13
ZNF675 (downstream_gene_variant)	13
GIT1 (upstream_gene_variant)	13
VASP (downstream_gene_variant)	13
IST1 (downstream_gene_variant)	13
AC012184.2 (downstream_gene_variant)	13
AP5M1 (downstream_gene_variant)	13
AL157392.3 (intron_variant)	13
NXF1 (downstream_gene_variant)	13
MMAA (intron_variant)	13
PAFAH1B1 (downstream_gene_variant)	13
AL157392.3 (upstream_gene_variant)	13
CLPTM1 (upstream_gene_variant)	13
ARL6IP1P2 (non_coding_transcript_exon_variant)	13
MYO18A (upstream_gene_variant)	13
INPP5K (downstream_gene_variant)	13
TKFC (downstream_gene_variant)	13
MICAL1 (intron_variant)	13
FAM98C (non_coding_transcript_exon_variant)	13
DCAF5 (downstream_gene_variant)	13
HS3ST3B1 (intron_variant)	13
ZNF816-ZNF321P (intron_variant)	13
PITPNA (downstream_gene_variant)	13
NDUFB10 (downstream_gene_variant)	12
RNF151 (upstream_gene_variant)	12
ZNF641 (downstream_gene_variant)	12
BBX (intron_variant)	12
CORO7 (intron_variant)	12
NIPAL3 (upstream_gene_variant)	12
TSPAN5 (intron_variant)	12
AC234582.2 (upstream_gene_variant)	12
POLR1B (upstream_gene_variant)	12
AC012676.5 (upstream_gene_variant)	12
STRN4 (upstream_gene_variant)	12
SNORD56 (upstream_gene_variant)	12
LEPROTL1 (upstream_gene_variant)	12
AP2B1 (upstream_gene_variant)	12
STAG3L5P (downstream_gene_variant)	12
METTL8 (3_prime_UTR_variant)	12
MTX1 (downstream_gene_variant)	12
NDUFV2-AS1 (upstream_gene_variant)	12
ZBTB24 (3_prime_UTR_variant)	12
RNF157 (upstream_gene_variant)	12
FLYWCH1 (non_coding_transcript_exon_variant)	12
PIGK (intron_variant)	12
GAPDHP61 (non_coding_transcript_exon_variant)	12
SKIL (downstream_gene_variant)	12
ST7 (intron_variant)	12
TRIOBP (intron_variant)	12
AC118549.1 (intron_variant)	12
PRR5-ARHGAP8 (intron_variant)	12
PRKD2 (upstream_gene_variant)	12
SH3BP5 (intron_variant)	12
PAFAH1B2 (intron_variant)	12
CHCHD3P3 (non_coding_transcript_exon_variant)	12
NUDT22 (downstream_gene_variant)	12
AC007405.2 (intron_variant)	12
SLFN12L (3_prime_UTR_variant)	12
BET1L (downstream_gene_variant)	12
AL583856.1 (non_coding_transcript_exon_variant)	12
RPL7AP26 (upstream_gene_variant)	12
TELO2 (non_coding_transcript_exon_variant)	12
TELO2 (upstream_gene_variant)	12
MIER1 (downstream_gene_variant)	12
LUC7L2 (intron_variant)	12
AKT1 (downstream_gene_variant)	12
FAM102A (intron_variant)	12
PHRF1 (non_coding_transcript_exon_variant)	12
MGRN1 (downstream_gene_variant)	12
MAP4K4 (intron_variant)	12
OPTN (downstream_gene_variant)	12
RAB4B (downstream_gene_variant)	12
ODF3 (downstream_gene_variant)	12
C2orf69 (intron_variant)	12
AC006001.3 (downstream_gene_variant)	12
EIF4B (intron_variant)	12
AC073063.1 (non_coding_transcript_exon_variant)	12
CD28 (downstream_gene_variant)	12
ORC5 (intron_variant)	12
TIFA (downstream_gene_variant)	12
CXCL16 (downstream_gene_variant)	12
AC012442.3 (upstream_gene_variant)	12
ANXA11 (upstream_gene_variant)	12
AP003170.2 (downstream_gene_variant)	12
DUSP22 (intron_variant)	12
SURF6 (downstream_gene_variant)	12
LRRC37A13P (upstream_gene_variant)	12
ATF4P4 (non_coding_transcript_exon_variant)	12
SNORA78 (upstream_gene_variant)	12
DNAJA3 (downstream_gene_variant)	12
TTLL12 (downstream_gene_variant)	12
STRN4 (downstream_gene_variant)	12
TIGAR (3_prime_UTR_variant)	12
HLA-F-AS1 (non_coding_transcript_exon_variant)	12
SFXN4 (downstream_gene_variant)	12
PPP2R5A (splice_region_variant&intron_variant)	12
TAGLN2P1 (non_coding_transcript_exon_variant)	12
SMARCA4 (upstream_gene_variant)	12
MED11 (downstream_gene_variant)	12
HAGH (3_prime_UTR_variant)	12
STXBP2 (downstream_gene_variant)	12
TMEM129 (downstream_gene_variant)	12
NMRAL1 (intron_variant)	12
GIGYF2 (intron_variant)	12
IQGAP2 (splice_region_variant&intron_variant)	12
DDX17 (upstream_gene_variant)	12
VARS2 (intron_variant)	12
USP3-AS1 (upstream_gene_variant)	12
SENP1 (downstream_gene_variant)	12
SDCBP2 (downstream_gene_variant)	12
EP300 (downstream_gene_variant)	12
MIR4435-2HG (downstream_gene_variant)	12
ANO9 (downstream_gene_variant)	12
BTLA (downstream_gene_variant)	12
TYK2 (upstream_gene_variant)	12
BIVM (downstream_gene_variant)	12
GOLGB1 (3_prime_UTR_variant)	12
CUL1 (intron_variant)	12
AL132777.1 (non_coding_transcript_exon_variant)	12
ANAPC2 (upstream_gene_variant)	12
MINK1 (upstream_gene_variant)	12
ADK (downstream_gene_variant)	12
CEP85 (downstream_gene_variant)	12
TRAJ12 (downstream_gene_variant)	12
U2SURP (non_coding_transcript_exon_variant)	12
AMD1 (upstream_gene_variant)	12
ELMSAN1 (upstream_gene_variant)	12
MKRN1 (intron_variant)	12
RPS6KA4 (downstream_gene_variant)	12
PAXIP1 (intron_variant)	12
ZNF263 (intron_variant)	12
C13orf46 (3_prime_UTR_variant)	12
CGGBP1 (downstream_gene_variant)	12
TRIM65 (downstream_gene_variant)	12
SDHD (upstream_gene_variant)	12
PSMF1 (downstream_gene_variant)	12
SIGIRR (upstream_gene_variant)	12
RRP7A (3_prime_UTR_variant)	12
ITGA6 (intron_variant)	12
ADSL (upstream_gene_variant)	12
SH3YL1 (upstream_gene_variant)	12
GTF2H3 (upstream_gene_variant)	12
ZFYVE26 (non_coding_transcript_exon_variant)	12
TRAJ17 (downstream_gene_variant)	12
RPL37P23 (non_coding_transcript_exon_variant)	12
TRAJ12 (upstream_gene_variant)	12
NDUFS1 (intron_variant)	12
HMGB1P24 (downstream_gene_variant)	12
AC136475.1 (downstream_gene_variant)	12
CDC123 (upstream_gene_variant)	12
AC011005.1 (missense_variant)	12
ERVK13-1 (intron_variant)	12
SLC25A12 (intron_variant)	12
PPAN-P2RY11 (downstream_gene_variant)	12
DAP3 (downstream_gene_variant)	12
PDCD6 (intron_variant)	12
MTFR1L (intron_variant)	12
AMDHD2 (upstream_gene_variant)	12
KIAA2026 (intron_variant)	12
KLC4 (intron_variant)	12
EEF1GP5 (non_coding_transcript_exon_variant)	12
TIMM50 (3_prime_UTR_variant)	12
ABCA3 (intron_variant)	12
RCOR3 (intron_variant)	12
CCDC9 (downstream_gene_variant)	12
SEC61A2 (intron_variant)	12
XRCC6 (upstream_gene_variant)	12
COQ6 (upstream_gene_variant)	12
ZNF654 (intron_variant)	12
SNW1 (downstream_gene_variant)	12
AMT (upstream_gene_variant)	12
SEC31A (downstream_gene_variant)	12
PDHB (downstream_gene_variant)	12
EIF5AL1 (3_prime_UTR_variant)	12
LINC02613 (intron_variant)	12
VPS41 (downstream_gene_variant)	12
ATRAID (upstream_gene_variant)	12
CSNK2A1 (intron_variant)	12
SEC22A (intron_variant)	12
MYO1F (splice_region_variant&intron_variant)	12
NLRC3 (intron_variant)	12
QARS1 (upstream_gene_variant)	12
ZSWIM8 (upstream_gene_variant)	12
TPTEP2 (intron_variant)	12
PDHB (non_coding_transcript_exon_variant)	12
ST7L (intron_variant)	12
PELP1 (upstream_gene_variant)	12
NOXO1 (downstream_gene_variant)	12
TCF20 (intron_variant)	12
DNASE1 (intron_variant)	12
CEP76 (intron_variant)	12
AC104452.1 (3_prime_UTR_variant)	12
NICN1 (3_prime_UTR_variant)	12
DDX52 (3_prime_UTR_variant)	12
LPIN1 (non_coding_transcript_exon_variant)	12
NICN1 (downstream_gene_variant)	12
C13orf46 (downstream_gene_variant)	12
DGKA (downstream_gene_variant)	12
RUNX3 (downstream_gene_variant)	12
RCSD1 (3_prime_UTR_variant)	12
HNRNPLL (downstream_gene_variant)	12
RPS16 (upstream_gene_variant)	12
DGKA (upstream_gene_variant)	12
SHKBP1 (downstream_gene_variant)	12
HERC1 (downstream_gene_variant)	12
ARHGEF2 (downstream_gene_variant)	12
AMMECR1 (intron_variant)	12
CNOT10 (upstream_gene_variant)	12
APOBEC3D (downstream_gene_variant)	12
RILPL2 (3_prime_UTR_variant)	12
KRI1 (upstream_gene_variant)	12
YWHAZ (downstream_gene_variant)	12
AC005831.1 (upstream_gene_variant)	12
AC136475.10 (upstream_gene_variant)	12
AL354740.1 (non_coding_transcript_exon_variant)	12
ACADM (downstream_gene_variant)	12
AC009065.3 (upstream_gene_variant)	12
ACOX1 (3_prime_UTR_variant)	12
APOBEC3D (upstream_gene_variant)	12
CAPZA1 (downstream_gene_variant)	12
LYPLA1 (intron_variant)	12
COX10-AS1 (intron_variant)	12
ICE2 (non_coding_transcript_exon_variant)	12
DLSTP1 (non_coding_transcript_exon_variant)	12
LEMD2 (downstream_gene_variant)	12
RUNX3 (intron_variant)	12
LTBP4 (non_coding_transcript_exon_variant)	12
RNPS1 (downstream_gene_variant)	12
PDCD4 (intron_variant)	12
AC067942.1 (non_coding_transcript_exon_variant)	12
CYFIP2 (3_prime_UTR_variant)	12
ELP5 (intron_variant)	12
UROS (downstream_gene_variant)	12
MED6 (upstream_gene_variant)	12
ZNF224 (non_coding_transcript_exon_variant)	12
FEZ1 (intron_variant)	12
DHRS3 (intron_variant)	12
AC103858.1 (intron_variant)	12
TMEM120A (downstream_gene_variant)	12
EDEM1 (downstream_gene_variant)	12
SRRT (upstream_gene_variant)	12
TSPAN18 (downstream_gene_variant)	12
ALDH9A1 (intron_variant)	12
BORA (downstream_gene_variant)	12
AC026412.1 (intron_variant)	12
AC004922.1 (intron_variant)	12
MBOAT7 (upstream_gene_variant)	12
ENTPD1 (intron_variant)	12
AC021092.1 (non_coding_transcript_exon_variant)	12
AC117409.1 (non_coding_transcript_exon_variant)	12
NIT1 (upstream_gene_variant)	12
RNPEP (upstream_gene_variant)	12
RNPEP (intron_variant)	12
EML3 (upstream_gene_variant)	12
CLPTM1L (upstream_gene_variant)	12
PIAS1 (downstream_gene_variant)	12
PIAS1 (intron_variant)	12
DEDD (downstream_gene_variant)	12
DCAF5 (intron_variant)	12
PSMD14 (intron_variant)	12
PABPC1P3 (non_coding_transcript_exon_variant)	12
RFNG (upstream_gene_variant)	12
AC104472.3 (intron_variant)	12
CWF19L1 (3_prime_UTR_variant)	12
CNN2 (3_prime_UTR_variant)	12
NEURL4 (downstream_gene_variant)	12
ZNF28 (3_prime_UTR_variant)	12
INPP5D (splice_region_variant&intron_variant)	12
UBA1 (downstream_gene_variant)	12
HLA-U (upstream_gene_variant)	12
AC139149.1 (upstream_gene_variant)	12
TTC9 (intron_variant)	12
ERC1 (non_coding_transcript_exon_variant)	12
AC245884.3 (downstream_gene_variant)	12
GRIN3B (downstream_gene_variant)	12
AC087286.2 (intron_variant)	12
AC021739.2 (intron_variant)	12
DLG4 (upstream_gene_variant)	12
ZNF611 (3_prime_UTR_variant)	12
QDPR (non_coding_transcript_exon_variant)	12
AC021739.5 (downstream_gene_variant)	12
TMEM259 (intron_variant)	12
RHBDD2 (downstream_gene_variant)	12
NPM1P6 (non_coding_transcript_exon_variant)	12
PHF10 (intron_variant)	12
ATP6AP1L (upstream_gene_variant)	12
CPLANE2 (upstream_gene_variant)	12
ACADVL (upstream_gene_variant)	12
ACIN1 (intron_variant)	12
AC093495.1 (intron_variant)	12
ACADVL (non_coding_transcript_exon_variant)	12
SELENOF (downstream_gene_variant)	12
SLC9A7 (intron_variant)	12
ARHGEF3 (3_prime_UTR_variant)	12
AKAP7 (downstream_gene_variant)	12
LY9 (downstream_gene_variant)	12
TMEM259 (upstream_gene_variant)	12
AC006213.3 (intron_variant)	12
AKAP13 (splice_region_variant&intron_variant)	12
TSPAN10 (upstream_gene_variant)	12
APPL2 (intron_variant)	12
CPNE4 (intron_variant)	12
TIPARP (intron_variant)	12
PTPRE (intron_variant)	12
RN7SL15P (downstream_gene_variant)	12
AL138921.1 (intron_variant)	12
SKIV2L (downstream_gene_variant)	12
PSMA4 (intron_variant)	12
DNAJC4 (upstream_gene_variant)	12
SLC38A1 (3_prime_UTR_variant)	12
DGKZ (non_coding_transcript_exon_variant)	12
EIF2A (intron_variant)	12
AL592295.4 (intron_variant)	12
MRPL33 (intron_variant)	12
AC006160.1 (intron_variant)	12
MIR6882 (downstream_gene_variant)	12
TTC37 (3_prime_UTR_variant)	12
CYTIP (downstream_gene_variant)	12
HPS1 (3_prime_UTR_variant)	12
TCF3 (downstream_gene_variant)	12
TAOK1 (intron_variant)	12
UCHL3 (upstream_gene_variant)	12
ZNF525 (downstream_gene_variant)	12
WDR89 (intron_variant)	12
CCAR2 (downstream_gene_variant)	12
AL133353.2 (intron_variant)	12
ARIH1 (intron_variant)	12
PSMB1 (intron_variant)	12
ZNF320 (downstream_gene_variant)	12
GM2A (intron_variant)	12
DGKZ (upstream_gene_variant)	12
CHD3 (upstream_gene_variant)	12
VASP (upstream_gene_variant)	12
PLEKHA1 (downstream_gene_variant)	12
FAM174C (upstream_gene_variant)	12
MYO18A (intron_variant)	12
DNAJC8P1 (non_coding_transcript_exon_variant)	12
PWWP3A (non_coding_transcript_exon_variant)	12
HPS1 (upstream_gene_variant)	12
ARIH1 (downstream_gene_variant)	12
PWWP3A (downstream_gene_variant)	12
IL17RB (intron_variant)	12
ENOSF1 (downstream_gene_variant)	12
B3GNTL1 (downstream_gene_variant)	12
TBC1D4 (intron_variant)	12
PPP1R10 (downstream_gene_variant)	12
PSMA5 (downstream_gene_variant)	12
MPI (upstream_gene_variant)	12
DGKZ (downstream_gene_variant)	12
PEX16 (upstream_gene_variant)	12
RUNX2 (intron_variant)	12
PPOX (downstream_gene_variant)	12
AL671277.1 (non_coding_transcript_exon_variant)	12
LRP6 (downstream_gene_variant)	12
TSC1 (non_coding_transcript_exon_variant)	12
APOE (upstream_gene_variant)	12
ASAP1 (intron_variant)	12
AL358781.2 (upstream_gene_variant)	12
CCDC69 (upstream_gene_variant)	12
PDIA6 (intron_variant)	12
SLC12A6 (intron_variant)	12
PEX16 (intron_variant)	12
SLC12A7 (upstream_gene_variant)	12
RPL7AP6 (non_coding_transcript_exon_variant)	12
SLU7 (intron_variant)	12
BIN3 (intron_variant)	12
EHMT1 (upstream_gene_variant)	12
SRPRA (upstream_gene_variant)	12
IPO9 (downstream_gene_variant)	12
COQ5 (downstream_gene_variant)	12
SYNE2 (splice_region_variant&intron_variant)	12
CASC19 (intron_variant)	12
DCP1A (intron_variant)	12
BSCL2 (upstream_gene_variant)	12
METTL4 (upstream_gene_variant)	12
IQSEC1 (downstream_gene_variant)	12
MAN2C1 (upstream_gene_variant)	12
GIT1 (downstream_gene_variant)	12
PRPF40A (downstream_gene_variant)	12
POLR2E (non_coding_transcript_exon_variant)	12
THUMPD3 (intron_variant)	12
ZNF888 (3_prime_UTR_variant)	12
PSTPIP1 (intron_variant)	12
WDR89 (upstream_gene_variant)	12
ZDHHC16 (upstream_gene_variant)	12
ISG20 (non_coding_transcript_exon_variant)	12
ESYT2 (downstream_gene_variant)	12
CD82 (upstream_gene_variant)	12
MIS18BP1 (downstream_gene_variant)	12
AL138799.2 (upstream_gene_variant)	12
RBM17 (upstream_gene_variant)	12
HNRNPA2B1 (upstream_gene_variant)	12
AL138799.1 (non_coding_transcript_exon_variant)	12
DDX6 (3_prime_UTR_variant)	12
PARP16 (intron_variant)	12
WDR11 (upstream_gene_variant)	12
