Variant	N
LINC02422 (upstream_gene_variant)	11
KLF7 (intron_variant)	11
KIF2A (downstream_gene_variant)	11
PI4KB (intron_variant)	11
M6PR (intron_variant)	11
AL358113.1 (intron_variant)	11
VPS26C (non_coding_transcript_exon_variant)	11
PI4KB (upstream_gene_variant)	11
SIN3A (downstream_gene_variant)	11
ZNF551 (intron_variant)	11
PRCC-SH2D2A (intergenic_region)	11
HEATR5B (upstream_gene_variant)	11
ATRX (intron_variant)	11
RFX5 (downstream_gene_variant)	11
DNAJB4 (intron_variant)	11
AC139887.1 (upstream_gene_variant)	11
AC026458.1 (downstream_gene_variant)	11
LSM5 (intron_variant)	11
RN7SKP157-KIF2A (intergenic_region)	11
CEP192 (missense_variant)	11
B4GALT7 (downstream_gene_variant)	11
MED18 (3_prime_UTR_variant)	11
PYROXD1 (downstream_gene_variant)	11
ITPR2 (intron_variant)	11
LBH (intron_variant)	11
MYO9A (upstream_gene_variant)	11
ABCA3 (intron_variant)	11
ECH1 (upstream_gene_variant)	11
AC023512.1 (non_coding_transcript_exon_variant)	11
HACD4 (3_prime_UTR_variant)	11
FAM184B (downstream_gene_variant)	11
CYTH1 (upstream_gene_variant)	11
EME2 (downstream_gene_variant)	11
AC092862.1 (non_coding_transcript_exon_variant)	11
P2RY10-P2RY10BP (intergenic_region)	11
KLHL3 (intron_variant)	11
RNU6-646P (upstream_gene_variant)	11
AC009522.1 (intron_variant)	11
AL451139.1 (upstream_gene_variant)	11
SRRM2 (non_coding_transcript_exon_variant)	11
SIRT2 (downstream_gene_variant)	11
C18orf25 (intron_variant)	11
AL355388.2 (intron_variant)	11
PIGX (upstream_gene_variant)	11
WDR45-GPKOW (intergenic_region)	11
KHDC4 (downstream_gene_variant)	11
TNRC6C (downstream_gene_variant)	11
WDR43 (downstream_gene_variant)	11
NDFIP1-AC091825.3 (intergenic_region)	11
SNORA64 (upstream_gene_variant)	11
SNORA78 (upstream_gene_variant)	11
SNORA10 (upstream_gene_variant)	11
DLG1 (upstream_gene_variant)	11
NDUFB10 (downstream_gene_variant)	11
RNF151 (upstream_gene_variant)	11
FABP12 (downstream_gene_variant)	11
COMT (upstream_gene_variant)	11
SLC39A6 (upstream_gene_variant)	11
COMT (intron_variant)	11
QDPR (non_coding_transcript_exon_variant)	11
AC097467.3 (intron_variant)	11
HAGH (upstream_gene_variant)	11
AAMP (upstream_gene_variant)	11
ACO1 (intron_variant)	11
ZDHHC17 (intron_variant)	11
LRMP (upstream_gene_variant)	11
PAG1 (3_prime_UTR_variant)	11
PKD1 (downstream_gene_variant)	11
NEDD9 (non_coding_transcript_exon_variant)	11
AC009065.3 (upstream_gene_variant)	11
PPP1R12A (downstream_gene_variant)	11
ZBTB24 (3_prime_UTR_variant)	11
TANGO2 (non_coding_transcript_exon_variant)	11
AC007731.2 (non_coding_transcript_exon_variant)	11
FLYWCH1 (upstream_gene_variant)	11
RPS3A (downstream_gene_variant)	11
KLHL42 (intron_variant)	11
ATIC (intron_variant)	11
TP73-AS1 (non_coding_transcript_exon_variant)	11
ZNF200 (intron_variant)	11
STOML2 (downstream_gene_variant)	11
ZNF263 (intron_variant)	11
FAM214B (downstream_gene_variant)	11
IL6ST (downstream_gene_variant)	11
PI4KA (splice_region_variant&intron_variant)	11
UFD1 (non_coding_transcript_exon_variant)	11
SERPIND1 (intron_variant)	11
TADA3 (upstream_gene_variant)	11
AF201337.1 (non_coding_transcript_exon_variant)	11
PML (upstream_gene_variant)	11
ECHDC1 (upstream_gene_variant)	11
ARPC4 (intron_variant)	11
EXOC7 (intron_variant)	11
SMIM10L1 (3_prime_UTR_variant)	11
KLHL42 (3_prime_UTR_variant)	11
ZNF397 (3_prime_UTR_variant)	11
TFRC (upstream_gene_variant)	11
PLRG1 (upstream_gene_variant)	11
RPL35A (downstream_gene_variant)	11
ARPC4-TTLL3 (downstream_gene_variant)	11
CLUAP1 (upstream_gene_variant)	11
GBA3 (intron_variant)	11
MRPS34 (downstream_gene_variant)	11
ANP32A (upstream_gene_variant)	11
LRBA (non_coding_transcript_exon_variant)	11
MIR6513 (upstream_gene_variant)	11
CDC25B-LINC01730 (intergenic_region)	11
PIAS2 (intron_variant)	11
TMEM70 (downstream_gene_variant)	11
ZNF24 (upstream_gene_variant)	11
NCAPG (upstream_gene_variant)	11
ZNF544 (upstream_gene_variant)	11
PSIP1 (intron_variant)	11
TRMT61B (intron_variant)	11
DCAF16 (intron_variant)	11
AC016727.1 (intron_variant)	11
STAU2 (downstream_gene_variant)	11
KDM5C (upstream_gene_variant)	11
ZNF24 (intron_variant)	11
MRPL42 (downstream_gene_variant)	11
MED15 (downstream_gene_variant)	11
RN7SL737P (upstream_gene_variant)	11
PLXNC1 (intron_variant)	11
LMNA (intron_variant)	11
ZNF274 (downstream_gene_variant)	11
CDKN1B (intron_variant)	11
AAGAB (downstream_gene_variant)	11
LMNA (upstream_gene_variant)	11
AC092164.1 (upstream_gene_variant)	11
SLC9A3R1 (intron_variant)	11
TMEM230 (intron_variant)	11
IDUA (intron_variant)	11
AC090948.1 (downstream_gene_variant)	11
LINC01138 (non_coding_transcript_exon_variant)	11
AC090360.1 (intron_variant)	11
AC092597.1 (non_coding_transcript_exon_variant)	11
CORIN (intron_variant)	11
ADIPOR2 (intron_variant)	11
OARD1 (downstream_gene_variant)	11
FLACC1 (downstream_gene_variant)	11
RRN3P1 (intron_variant)	11
INVS (intron_variant)	11
AC023906.5 (intron_variant)	11
TMEM249 (upstream_gene_variant)	11
MIA-RAB4B (intron_variant)	11
ASB1 (intron_variant)	11
WDR61 (downstream_gene_variant)	11
Z95152.1 (non_coding_transcript_exon_variant)	11
NCOA1 (upstream_gene_variant)	11
AC093798.1-NCOA1 (intergenic_region)	11
C2orf42 (intron_variant)	11
AP000350.2 (upstream_gene_variant)	11
ERC1 (non_coding_transcript_exon_variant)	11
TMEM50B (intron_variant)	11
POLR3E (downstream_gene_variant)	11
HSF1 (upstream_gene_variant)	11
RPLP0P6 (non_coding_transcript_exon_variant)	11
DCP1B (intron_variant)	11
OXNAD1 (upstream_gene_variant)	11
SPTBN1 (intron_variant)	11
AL589843.1 (intron_variant)	11
RPL35P2 (non_coding_transcript_exon_variant)	11
MIR320C1 (upstream_gene_variant)	11
HDAC4 (upstream_gene_variant)	11
DNMT3A (intron_variant)	11
AC233992.2 (upstream_gene_variant)	11
ANAPC11 (upstream_gene_variant)	11
CRYZL1 (upstream_gene_variant)	11
ASB1 (3_prime_UTR_variant)	11
ALG13-AS1 (downstream_gene_variant)	11
PRKCA (downstream_gene_variant)	11
ASB1 (downstream_gene_variant)	11
CBX3 (upstream_gene_variant)	11
DPH3 (downstream_gene_variant)	11
BRD8 (intron_variant)	11
TEX52 (downstream_gene_variant)	11
AC096586.1 (upstream_gene_variant)	11
TXNDC15 (intron_variant)	11
PPP2R2A (intron_variant)	11
AP2M1 (upstream_gene_variant)	11
SCAMP1-AS1 (non_coding_transcript_exon_variant)	11
ITFG2-AS1 (upstream_gene_variant)	11
THUMPD1 (downstream_gene_variant)	11
SLC52A2 (intron_variant)	11
TBC1D2 (intron_variant)	11
BRD8 (downstream_gene_variant)	11
CEP120 (non_coding_transcript_exon_variant)	11
HERC1 (downstream_gene_variant)	11
PSMC5 (downstream_gene_variant)	11
ICAM2 (downstream_gene_variant)	11
SLC9A7 (intron_variant)	11
ZKSCAN2-DT (downstream_gene_variant)	11
SPPL2A (intron_variant)	11
CSNK1D (upstream_gene_variant)	11
PPP3CC (upstream_gene_variant)	11
ETS1 (upstream_gene_variant)	11
LINC02098-ETS1 (intergenic_region)	11
TRPM7 (upstream_gene_variant)	11
SMARCD2 (intron_variant)	11
AL137013.1 (non_coding_transcript_exon_variant)	11
FAM160B2 (non_coding_transcript_exon_variant)	11
PRR29-AS1 (upstream_gene_variant)	11
WSB2 (downstream_gene_variant)	11
FKBP11 (non_coding_transcript_exon_variant)	11
RNU6-181P (upstream_gene_variant)	11
RPL15 (downstream_gene_variant)	11
RPL15 (3_prime_UTR_variant)	11
CSGALNACT1 (non_coding_transcript_exon_variant)	11
RAB4B (downstream_gene_variant)	11
AC084880.1 (non_coding_transcript_exon_variant)	11
DDX46 (intron_variant)	11
HSPB8 (downstream_gene_variant)	11
HSPB8 (intron_variant)	11
DNAJC25-GNG10 (intron_variant)	11
GBP4 (non_coding_transcript_exon_variant)	11
TMEM106C (downstream_gene_variant)	11
NUP42 (upstream_gene_variant)	11
WASH3P (downstream_gene_variant)	11
PEF1 (intron_variant)	11
RBCK1 (intron_variant)	11
AL136115.2 (intron_variant)	11
CENPX (upstream_gene_variant)	11
TMEM245 (downstream_gene_variant)	11
MORF4L1 (downstream_gene_variant)	11
GUCD1 (intron_variant)	11
EARS2 (non_coding_transcript_exon_variant)	11
NCAPD3 (upstream_gene_variant)	11
BIN3 (intron_variant)	11
PTP4A2 (upstream_gene_variant)	11
RAB5A (intron_variant)	11
KANSL2 (upstream_gene_variant)	11
XPOT (downstream_gene_variant)	11
RBBP6 (intron_variant)	11
DDX23 (intron_variant)	11
MROH1 (upstream_gene_variant)	11
TNRC6A (intron_variant)	11
RPS2 (upstream_gene_variant)	11
AC053503.1 (upstream_gene_variant)	11
OAZ3 (downstream_gene_variant)	11
PSME4 (non_coding_transcript_exon_variant)	11
AGPAT3 (intron_variant)	11
GBP2 (upstream_gene_variant)	11
SH2B3 (intron_variant)	11
ADCK5 (downstream_gene_variant)	11
KDSR (3_prime_UTR_variant)	11
HIVEP1 (intron_variant)	11
TBCB (downstream_gene_variant)	11
SETP7-BTBD11 (intergenic_region)	11
BCL2 (3_prime_UTR_variant)	11
ANKMY1 (upstream_gene_variant)	11
AC099489.1-LITAF (intergenic_region)	11
RPS27A (intron_variant)	11
AL160008.1 (downstream_gene_variant)	11
CEP78 (non_coding_transcript_exon_variant)	11
VPS13C (non_coding_transcript_exon_variant)	11
RPS9P1 (downstream_gene_variant)	11
AC003002.3 (downstream_gene_variant)	11
AC009121.3 (upstream_gene_variant)	11
AC007622.2 (downstream_gene_variant)	11
GPCPD1 (3_prime_UTR_variant)	11
PRKD3 (downstream_gene_variant)	11
LIAS (intron_variant)	11
OXT (upstream_gene_variant)	11
AC012640.5 (downstream_gene_variant)	11
AC139530.2 (intron_variant)	11
DDHD2 (downstream_gene_variant)	11
CHD4 (splice_donor_variant&intron_variant)	11
CHD4 (splice_region_variant&intron_variant)	11
NOP2 (upstream_gene_variant)	11
PLEKHA8P1 (downstream_gene_variant)	11
PCSK5 (intron_variant)	11
ATG9A (downstream_gene_variant)	11
CNPPD1 (upstream_gene_variant)	11
TMEM266 (intron_variant)	11
C12orf75 (intron_variant)	11
ZNF7 (upstream_gene_variant)	11
SS18 (upstream_gene_variant)	11
AC104365.3 (downstream_gene_variant)	11
AC019103.1 (upstream_gene_variant)	11
CDS2 (3_prime_UTR_variant)	11
ETFA (intron_variant)	11
AL020996.1 (upstream_gene_variant)	11
IL1RAPL2 (intron_variant)	11
ANXA1 (upstream_gene_variant)	11
SCML4 (3_prime_UTR_variant)	11
RHOT2 (downstream_gene_variant)	11
AP3M2 (intron_variant)	11
RPS27L (upstream_gene_variant)	11
TCP11L2 (3_prime_UTR_variant)	11
RAF1 (non_coding_transcript_exon_variant)	11
KLHL5 (downstream_gene_variant)	11
LACTB (upstream_gene_variant)	11
EIF2A (intron_variant)	11
AL353597.1 (upstream_gene_variant)	11
FGFRL1 (downstream_gene_variant)	11
CAND2 (3_prime_UTR_variant)	11
VPS13C (splice_donor_variant&intron_variant)	11
AC012640.6 (non_coding_transcript_exon_variant)	11
UBQLN1 (upstream_gene_variant)	11
ANXA2 (intron_variant)	11
VPS8 (intron_variant)	11
IARS1 (splice_donor_variant&intron_variant)	11
TONSL (downstream_gene_variant)	11
TRA2B (upstream_gene_variant)	11
LINC00674 (intron_variant)	11
ZNF264 (intron_variant)	11
RER1 (upstream_gene_variant)	11
FAM117B (upstream_gene_variant)	11
CCDC174 (intron_variant)	11
BPTF (upstream_gene_variant)	11
CENPBD1P1 (non_coding_transcript_exon_variant)	11
ARPC3 (upstream_gene_variant)	11
VPS8 (non_coding_transcript_exon_variant)	11
MYL6P5 (non_coding_transcript_exon_variant)	11
IDH3A (upstream_gene_variant)	11
PDE4D (3_prime_UTR_variant)	11
ABCB6 (upstream_gene_variant)	11
MRPS25 (downstream_gene_variant)	11
AC138811.2 (intron_variant)	11
ATP8A1 (downstream_gene_variant)	11
LDLRAP1 (non_coding_transcript_exon_variant)	11
C12orf4 (downstream_gene_variant)	11
ATP6V1E1 (downstream_gene_variant)	11
NOP58 (downstream_gene_variant)	11
SMG1 (intron_variant)	11
AC005332.6 (upstream_gene_variant)	11
RER1 (intron_variant)	11
SEMA4D (upstream_gene_variant)	11
AC005261.4 (upstream_gene_variant)	11
PNO1 (downstream_gene_variant)	11
PPP3R1 (downstream_gene_variant)	11
WNT7A (intron_variant)	11
SLC2A1 (intron_variant)	11
AKAP7-RPL21P67 (intergenic_region)	11
ASH2L (downstream_gene_variant)	11
TBC1D2B (non_coding_transcript_exon_variant)	11
DBNL (splice_region_variant&intron_variant)	11
NCAPD2 (intron_variant)	11
AGTPBP1 (intron_variant)	11
SLC5A3 (3_prime_UTR_variant)	11
PRKAR1A (5_prime_UTR_variant)	11
CRLS1 (intron_variant)	11
ZFYVE16 (upstream_gene_variant)	11
P4HB (downstream_gene_variant)	11
ISCA1 (downstream_gene_variant)	11
TMBIM4 (upstream_gene_variant)	11
BFAR (intron_variant)	11
ANKRD46 (intron_variant)	11
TSHZ1 (intron_variant)	11
HADHA (intron_variant)	11
NTAN1 (downstream_gene_variant)	11
VAMP1 (3_prime_UTR_variant)	11
ARFRP1 (intron_variant)	11
CREBRF (intron_variant)	11
GOSR2 (upstream_gene_variant)	11
TLCD3A (downstream_gene_variant)	11
TRABD (upstream_gene_variant)	11
NR1H3 (downstream_gene_variant)	11
ATP6V1G2-DDX39B (downstream_gene_variant)	11
ENTPD5 (downstream_gene_variant)	11
ABTB1 (downstream_gene_variant)	11
GABPAP (non_coding_transcript_exon_variant)	11
TBCK (upstream_gene_variant)	11
AP3M1 (downstream_gene_variant)	11
FAM161B (downstream_gene_variant)	11
AC005480.1 (upstream_gene_variant)	11
MIR4656 (downstream_gene_variant)	11
DCTD (downstream_gene_variant)	11
GEMIN4 (downstream_gene_variant)	11
AGMAT (downstream_gene_variant)	11
COA5 (upstream_gene_variant)	11
SFMBT1 (upstream_gene_variant)	11
NUTM2B-AS1 (downstream_gene_variant)	11
AP5Z1 (non_coding_transcript_exon_variant)	11
AP4M1 (downstream_gene_variant)	11
NAPA (downstream_gene_variant)	11
ELMSAN1 (non_coding_transcript_exon_variant)	11
TSPAN14 (3_prime_UTR_variant)	11
MT-TW (upstream_gene_variant)	11
PEX16 (downstream_gene_variant)	11
AC134669.1 (intron_variant)	11
LIPT1 (intron_variant)	11
SAP30L (upstream_gene_variant)	11
BRD4 (upstream_gene_variant)	11
TBCK (intron_variant)	11
SLC39A13 (upstream_gene_variant)	11
AC112218.2 (upstream_gene_variant)	11
AC243972.1 (downstream_gene_variant)	11
TUBGCP6 (downstream_gene_variant)	11
SNAP47 (downstream_gene_variant)	11
TOMM20P2 (downstream_gene_variant)	11
ZAP70 (upstream_gene_variant)	11
TNNC1 (upstream_gene_variant)	11
RO60 (upstream_gene_variant)	11
E2F3P1 (upstream_gene_variant)	11
NISCH (intron_variant)	11
AL589693.1 (intron_variant)	11
AL022328.1 (downstream_gene_variant)	11
CDK10 (upstream_gene_variant)	11
AL109930.1 (upstream_gene_variant)	11
RBM39 (intron_variant)	11
MEPCE (downstream_gene_variant)	11
MCCD1 (downstream_gene_variant)	11
PBRM1 (upstream_gene_variant)	11
PHAX (non_coding_transcript_exon_variant)	11
PILRB (intron_variant)	11
TRAV8-2-TRAV8-3 (intergenic_region)	11
TRAV8-2 (downstream_gene_variant)	11
AL022328.4 (upstream_gene_variant)	11
GLT8D1 (upstream_gene_variant)	11
PILRB (5_prime_UTR_variant)	11
FANCA (non_coding_transcript_exon_variant)	11
STRN4 (upstream_gene_variant)	11
DNAJC16 (upstream_gene_variant)	11
LIN52 (upstream_gene_variant)	11
AL158847.1 (intron_variant)	11
TSPAN18 (3_prime_UTR_variant)	11
SYNJ2 (non_coding_transcript_exon_variant)	11
AC083798.2 (non_coding_transcript_exon_variant)	11
TM9SF3 (3_prime_UTR_variant)	11
AC006435.2 (upstream_gene_variant)	11
PARP14 (downstream_gene_variant)	11
EIF3B (downstream_gene_variant)	11
AC024563.1 (intron_variant)	11
AC024267.5 (downstream_gene_variant)	11
PHF12 (downstream_gene_variant)	11
CAPRIN1 (intron_variant)	11
BLNK (downstream_gene_variant)	11
ELF3-AS1 (downstream_gene_variant)	11
ARF4-AS1 (upstream_gene_variant)	11
NPM1P25 (non_coding_transcript_exon_variant)	11
AL136419.1 (intron_variant)	11
FBXO3 (downstream_gene_variant)	11
DCAF11 (non_coding_transcript_exon_variant)	11
REV1 (downstream_gene_variant)	11
AL136295.3 (upstream_gene_variant)	11
SRP72P2 (non_coding_transcript_exon_variant)	11
AL136295.3 (intron_variant)	11
AL645933.1 (downstream_gene_variant)	11
CTNS (downstream_gene_variant)	11
PSME2 (upstream_gene_variant)	11
ELP4 (intron_variant)	11
METTL15 (intron_variant)	11
CBX3P1 (non_coding_transcript_exon_variant)	11
AC103796.1 (intron_variant)	11
ARHGAP19 (downstream_gene_variant)	11
KPNA1 (non_coding_transcript_exon_variant)	11
CAPN2 (downstream_gene_variant)	11
AC006435.2 (downstream_gene_variant)	11
BRAT1 (downstream_gene_variant)	11
MRPL30 (splice_region_variant&intron_variant)	11
NHP2P1 (non_coding_transcript_exon_variant)	11
AC012467.2 (upstream_gene_variant)	11
GNA12 (non_coding_transcript_exon_variant)	11
OSTC (intron_variant)	11
DDI2 (intron_variant)	11
RBM25 (upstream_gene_variant)	11
UMPS (non_coding_transcript_exon_variant)	11
SMYD4 (upstream_gene_variant)	11
WDR26 (downstream_gene_variant)	11
GNA12 (3_prime_UTR_variant)	11
SNX6P1 (non_coding_transcript_exon_variant)	11
TXNDC9 (intron_variant)	11
AL929472.2 (non_coding_transcript_exon_variant)	11
ZNF730 (intron_variant)	11
AC023389.2 (intron_variant)	11
AC124856.1 (intron_variant)	11
AC090617.5 (downstream_gene_variant)	11
AC096677.1 (intron_variant)	11
HACD2 (intron_variant)	11
BNIP3P37 (upstream_gene_variant)	11
IDE (downstream_gene_variant)	11
NNT-AS1 (downstream_gene_variant)	11
C14orf119 (downstream_gene_variant)	11
SSH2 (downstream_gene_variant)	11
BRAT1 (upstream_gene_variant)	11
C14orf119 (3_prime_UTR_variant)	11
IMP4 (upstream_gene_variant)	11
IPO9 (downstream_gene_variant)	11
IK (downstream_gene_variant)	11
ZNF880 (intron_variant)	11
ZDHHC5 (intron_variant)	11
LEPROT (downstream_gene_variant)	11
GALNT2 (intron_variant)	11
MAP4K2 (downstream_gene_variant)	11
SF1 (upstream_gene_variant)	11
AC008608.1-TCF7 (intergenic_region)	11
COG2 (upstream_gene_variant)	11
FOXN3 (upstream_gene_variant)	11
ATP5PB (upstream_gene_variant)	11
IRS2 (intron_variant)	11
CCDC88B (downstream_gene_variant)	11
FAM21EP (upstream_gene_variant)	11
NAXD (3_prime_UTR_variant)	11
NAXD (non_coding_transcript_exon_variant)	11
EDEM3 (non_coding_transcript_exon_variant)	11
AL109955.1 (intron_variant)	11
ZNF443 (downstream_gene_variant)	11
MAP4K2 (upstream_gene_variant)	11
GPR137 (intron_variant)	11
TAF1C (intron_variant)	11
MEAK7 (downstream_gene_variant)	11
MEAK7 (3_prime_UTR_variant)	11
CHKB (downstream_gene_variant)	11
MMP24OS (upstream_gene_variant)	11
AC022413.3 (downstream_gene_variant)	11
PPP1R14B-AS1 (upstream_gene_variant)	11
NFKBIE (downstream_gene_variant)	11
RASSF1 (intron_variant)	11
OPA3 (3_prime_UTR_variant)	11
EML2 (downstream_gene_variant)	11
ASAH2B (3_prime_UTR_variant)	11
AC007384.1 (downstream_gene_variant)	11
SUMF2 (upstream_gene_variant)	11
ZNF778 (downstream_gene_variant)	11
ZNHIT2 (downstream_gene_variant)	11
IPO5 (upstream_gene_variant)	11
UBA5 (downstream_gene_variant)	11
DUS4L-BCAP29 (intron_variant)	11
ERCC1 (downstream_gene_variant)	11
CAPN1 (downstream_gene_variant)	11
DGLUCY (upstream_gene_variant)	11
AL122020.1 (non_coding_transcript_exon_variant)	11
ZNF136 (downstream_gene_variant)	11
CENPN (upstream_gene_variant)	11
METAP1 (downstream_gene_variant)	11
RAB22A (3_prime_UTR_variant)	11
CALM1 (upstream_gene_variant)	11
ABHD16A (non_coding_transcript_exon_variant)	11
AC022150.4 (non_coding_transcript_exon_variant)	11
ZNF83 (non_coding_transcript_exon_variant)	11
AP003068.1 (upstream_gene_variant)	11
NRDE2 (3_prime_UTR_variant)	11
STARD3 (downstream_gene_variant)	11
SAC3D1 (intron_variant)	11
AL590556.3 (intron_variant)	11
CSNK2B (downstream_gene_variant)	11
GPANK1 (upstream_gene_variant)	11
HSP90AB1 (downstream_gene_variant)	11
TM9SF2 (intron_variant)	11
MIR4647 (upstream_gene_variant)	11
LY6G5B (upstream_gene_variant)	11
SRPK2 (downstream_gene_variant)	11
GNAI2 (downstream_gene_variant)	11
YIPF1 (intron_variant)	11
ASAH2B (downstream_gene_variant)	11
SYNE1 (splice_donor_variant&intron_variant)	11
CUX1 (3_prime_UTR_variant)	11
ANKRD36 (upstream_gene_variant)	11
MYO19 (downstream_gene_variant)	11
ANKRD36 (missense_variant)	11
CALM2P2 (non_coding_transcript_exon_variant)	11
TMED10 (downstream_gene_variant)	11
NEK9 (upstream_gene_variant)	11
AC010442.1 (intron_variant)	11
PPP5D1 (intron_variant)	11
ANKRD36B (downstream_gene_variant)	11
TMEM138 (non_coding_transcript_exon_variant)	11
NEK9 (intron_variant)	11
ISY1-RAB43 (intron_variant)	11
CNOT6 (downstream_gene_variant)	11
NEK9 (downstream_gene_variant)	11
FERMT3 (upstream_gene_variant)	11
CTU2 (upstream_gene_variant)	11
METTL17 (upstream_gene_variant)	11
DDB1 (downstream_gene_variant)	11
GALNS (downstream_gene_variant)	11
SBF1 (upstream_gene_variant)	11
YLPM1 (intron_variant)	11
SUPT16H (intron_variant)	11
ACSF3 (non_coding_transcript_exon_variant)	11
CNOT6 (intron_variant)	11
SRRT (downstream_gene_variant)	11
ACAD9 (non_coding_transcript_exon_variant)	11
GNB2 (downstream_gene_variant)	11
MIR4709 (upstream_gene_variant)	11
PDE4B (upstream_gene_variant)	11
CNBP-RPS27P12 (intergenic_region)	11
GANAB (downstream_gene_variant)	11
GANAB (upstream_gene_variant)	11
MRPS30 (downstream_gene_variant)	11
ASAH2B (intron_variant)	11
AL591135.1 (non_coding_transcript_exon_variant)	11
NAA40 (non_coding_transcript_exon_variant)	11
ARL6IP6 (upstream_gene_variant)	11
ASAH2B (non_coding_transcript_exon_variant)	11
EMC8 (downstream_gene_variant)	11
AC006504.7 (downstream_gene_variant)	11
ALKBH1 (upstream_gene_variant)	11
AL591135.2 (intron_variant)	11
AC006504.3 (downstream_gene_variant)	11
PIP4K2B (downstream_gene_variant)	11
ATP11A (intron_variant)	11
AF111168.1 (upstream_gene_variant)	11
CERT1 (intron_variant)	11
NFKB1 (upstream_gene_variant)	11
MTHFSD (intron_variant)	11
SYNRG (non_coding_transcript_exon_variant)	11
TMEM223 (intron_variant)	11
RPL39P (downstream_gene_variant)	11
MAP1LC3B (intron_variant)	11
MAP1LC3B (downstream_gene_variant)	11
PPIE (downstream_gene_variant)	11
FOXA3 (upstream_gene_variant)	11
VPS26A (intron_variant)	11
HK1 (splice_region_variant&intron_variant)	11
COPG1 (downstream_gene_variant)	11
GAS2 (intron_variant)	11
FAM222B (intron_variant)	11
WWOX (3_prime_UTR_variant)	11
BAG3 (intron_variant)	11
POMZP3 (intron_variant)	11
HSPB1-YWHAG (intergenic_region)	11
MDM4 (non_coding_transcript_exon_variant)	11
STYXL1 (downstream_gene_variant)	11
POR (intron_variant)	11
ZNF430 (intron_variant)	11
NEPRO (downstream_gene_variant)	11
TMEM81 (upstream_gene_variant)	11
FBXO42 (non_coding_transcript_exon_variant)	11
AC073621.1 (upstream_gene_variant)	11
DNAAF2 (downstream_gene_variant)	11
NDUFC1 (intron_variant)	11
DSTYK (intron_variant)	11
MPRIP (3_prime_UTR_variant)	11
AL133384.2 (upstream_gene_variant)	11
SEC23IP (intron_variant)	11
WDR11 (upstream_gene_variant)	11
PIDD1 (downstream_gene_variant)	11
ST13P19 (non_coding_transcript_exon_variant)	11
AL132989.2 (downstream_gene_variant)	11
VTI1BP1 (non_coding_transcript_exon_variant)	11
DUSP12P1 (upstream_gene_variant)	11
RNASEH1P2 (non_coding_transcript_exon_variant)	11
STAG3L3 (downstream_gene_variant)	11
WDR11 (non_coding_transcript_exon_variant)	11
TBC1D23 (downstream_gene_variant)	11
CTC1 (upstream_gene_variant)	11
BTLA (downstream_gene_variant)	11
SPICE1 (upstream_gene_variant)	11
DTX2P1 (non_coding_transcript_exon_variant)	11
DMAC2L (3_prime_UTR_variant)	11
CGGBP1 (downstream_gene_variant)	11
DNHD1 (upstream_gene_variant)	11
HIF1A (upstream_gene_variant)	11
FLII (upstream_gene_variant)	11
APBB1 (intron_variant)	11
PPATP1 (non_coding_transcript_exon_variant)	11
NAA50 (intron_variant)	11
HTR5BP (intron_variant)	11
ISYNA1 (downstream_gene_variant)	11
TRIM22 (upstream_gene_variant)	11
SEC23A (upstream_gene_variant)	11
AC104389.5 (upstream_gene_variant)	11
WTAP (intron_variant)	11
PPP2R5A (downstream_gene_variant)	11
NAA50 (downstream_gene_variant)	11
FAM114A2 (intron_variant)	11
AL109910.2 (intron_variant)	11
ACSL5 (downstream_gene_variant)	11
MEI1 (upstream_gene_variant)	11
KXD1 (upstream_gene_variant)	11
ZDHHC6 (intron_variant)	11
AC110771.1 (upstream_gene_variant)	11
DDX18 (upstream_gene_variant)	11
C3orf38 (intron_variant)	11
RPL37AP1 (non_coding_transcript_exon_variant)	11
RRM1 (splice_region_variant&intron_variant)	11
SENP3 (downstream_gene_variant)	11
FBXO33 (downstream_gene_variant)	11
ATP13A2 (upstream_gene_variant)	11
SLC20A1 (upstream_gene_variant)	11
DMAC2L (non_coding_transcript_exon_variant)	11
MGAT4B (upstream_gene_variant)	11
PSMD13 (intron_variant)	11
ERO1A (intron_variant)	11
CYB5R3 (downstream_gene_variant)	11
ZNF286A (3_prime_UTR_variant)	11
AC136475.3 (upstream_gene_variant)	11
LINC01772 (upstream_gene_variant)	11
AL139123.1 (upstream_gene_variant)	11
RPL13AP3 (non_coding_transcript_exon_variant)	11
PFKFB2 (intron_variant)	11
CTAGE7P (non_coding_transcript_exon_variant)	11
AL355773.1 (intron_variant)	11
ZNF737 (downstream_gene_variant)	11
KCTD7 (intron_variant)	11
MT-ND4L (downstream_gene_variant)	11
STYX (downstream_gene_variant)	11
Z94721.3 (downstream_gene_variant)	11
MST1P2 (upstream_gene_variant)	11
SNX25 (upstream_gene_variant)	11
NXPE3 (intron_variant)	11
SKP1P1 (non_coding_transcript_exon_variant)	11
MAP2K4 (downstream_gene_variant)	11
FBXO34 (downstream_gene_variant)	11
GNPNAT1 (intron_variant)	11
DDHD1 (3_prime_UTR_variant)	11
ELAC2 (upstream_gene_variant)	11
DDHD1 (upstream_gene_variant)	11
CROCCP3 (intron_variant)	11
RNU6-513P (upstream_gene_variant)	11
AL356020.1 (upstream_gene_variant)	11
BCL2L11 (intron_variant)	11
AC006001.2 (upstream_gene_variant)	11
YTHDC2 (intron_variant)	11
BTF3 (upstream_gene_variant)	11
ELK4 (downstream_gene_variant)	11
